word_ID_full,freq
2,1.2593189603062664e-5
3,1.2593189603062664e-5
4,6.296594801531332e-6
5,6.296594801531332e-6
10,6.296594801531332e-6
11,6.296594801531332e-6
12,1.2593189603062664e-5
17,6.296594801531332e-6
18,1.8889784404593994e-5
20,1.2593189603062664e-5
22,1.8889784404593994e-5
23,6.296594801531332e-6
25,6.296594801531332e-6
26,6.296594801531332e-6
32,6.296594801531332e-6
33,6.296594801531332e-6
35,1.2593189603062664e-5
41,1.8889784404593994e-5
45,1.1333870642756398e-4
51,5.0372758412250656e-5
52,3.777956880918799e-5
53,1.2593189603062664e-5
56,3.148297400765666e-5
57,1.2593189603062664e-5
58,6.296594801531332e-6
59,1.7000805964134596e-4
60,5.666935321378199e-5
61,3.148297400765666e-5
62,5.666935321378199e-5
63,3.777956880918799e-5
65,6.296594801531332e-5
67,3.777956880918799e-5
68,3.148297400765666e-5
69,6.296594801531332e-5
70,1.2593189603062664e-5
71,5.666935321378199e-5
72,0.002147138827322184
73,6.296594801531332e-6
74,6.296594801531332e-6
76,1.2593189603062664e-5
77,1.2593189603062664e-5
78,6.296594801531332e-6
82,6.296594801531332e-6
86,1.1333870642756398e-4
87,1.8889784404593994e-5
88,6.296594801531332e-6
89,6.296594801531332e-6
90,1.2593189603062664e-5
92,6.296594801531332e-6
93,1.2593189603062664e-5
95,6.296594801531332e-6
96,6.296594801531332e-6
97,1.2593189603062664e-5
98,0.001215242796695547
99,1.2593189603062664e-5
101,6.296594801531332e-6
103,6.296594801531332e-6
106,5.729901269393512e-4
107,2.5186379206125328e-5
108,1.4482168043522062e-4
111,6.296594801531332e-6
113,6.296594801531332e-6
114,2.5186379206125328e-5
115,6.296594801531332e-6
116,3.148297400765666e-5
117,6.296594801531332e-6
119,3.6520249848881725e-4
121,1.8889784404593994e-5
122,1.2593189603062664e-5
124,6.296594801531332e-6
125,6.296594801531332e-6
127,4.407616361071932e-5
129,6.296594801531332e-6
130,1.2593189603062664e-5
131,6.296594801531332e-5
134,1.2593189603062664e-5
135,6.296594801531332e-6
136,6.296594801531332e-6
138,7.555913761837598e-5
139,6.296594801531332e-6
140,1.2593189603062664e-5
141,6.296594801531332e-6
142,6.296594801531332e-6
143,6.296594801531332e-6
144,6.296594801531332e-6
147,6.296594801531332e-6
148,1.2593189603062665e-4
150,4.407616361071932e-5
152,4.974309893209752e-4
153,6.296594801531332e-6
155,6.296594801531332e-6
156,1.8889784404593994e-5
157,2.5186379206125328e-5
160,6.296594801531332e-6
161,6.296594801531332e-6
165,1.2593189603062664e-5
167,1.2593189603062664e-5
169,1.8889784404593994e-5
171,6.296594801531332e-6
173,9.444892202296998e-5
174,2.5186379206125328e-5
175,6.107696957485392e-4
176,1.8889784404593994e-5
177,1.2593189603062664e-5
178,1.2593189603062664e-5
179,3.777956880918799e-5
180,6.296594801531332e-6
181,6.296594801531332e-6
182,6.296594801531332e-6
183,6.296594801531332e-6
184,1.2593189603062664e-5
186,6.296594801531332e-6
187,1.2593189603062664e-5
191,6.296594801531332e-6
192,6.296594801531332e-6
195,6.296594801531332e-6
196,1.2593189603062664e-5
198,6.296594801531332e-6
199,7.555913761837598e-5
201,3.148297400765666e-5
202,2.4556719725972193e-4
203,3.148297400765666e-5
204,1.763046544428773e-4
205,6.296594801531332e-6
206,6.296594801531332e-6
208,3.148297400765666e-5
209,3.2112633487809794e-4
211,2.5186379206125328e-5
212,6.296594801531332e-6
216,1.2593189603062664e-5
217,6.296594801531332e-6
218,1.2593189603062664e-5
221,0.0012656155551077977
222,5.918799113439452e-4
224,1.0074551682450131e-4
225,1.0704211162603265e-4
226,6.296594801531332e-6
230,6.296594801531332e-6
231,1.2593189603062664e-5
234,6.296594801531332e-6
235,6.296594801531332e-6
236,6.296594801531332e-6
240,6.296594801531332e-6
241,1.2593189603062664e-5
242,1.2593189603062664e-5
243,4.407616361071932e-5
244,8.500402982067297e-4
245,2.518637920612533e-4
246,2.5186379206125328e-5
247,1.2593189603062664e-5
249,6.296594801531332e-6
252,1.2593189603062664e-5
253,6.296594801531332e-6
254,4.407616361071932e-5
255,1.8889784404593994e-5
256,1.8889784404593996e-4
257,6.296594801531332e-6
258,1.2593189603062664e-5
259,6.296594801531332e-6
263,1.2593189603062664e-5
264,3.777956880918799e-5
265,4.155752569010679e-4
267,6.296594801531332e-6
268,8.185573241990731e-5
270,1.8889784404593994e-5
271,5.666935321378199e-5
272,6.296594801531332e-6
279,6.296594801531332e-6
280,0.0019897239572839007
281,6.296594801531332e-6
282,8.122607293975418e-4
283,6.296594801531332e-6
284,6.296594801531332e-6
285,1.2593189603062664e-5
288,6.296594801531332e-6
299,6.296594801531332e-6
300,6.296594801531332e-6
301,1.2593189603062664e-5
303,1.2593189603062664e-5
305,1.2593189603062664e-5
307,1.2593189603062664e-5
308,6.296594801531332e-6
309,1.2593189603062664e-5
310,6.296594801531332e-6
311,6.296594801531332e-6
312,6.296594801531332e-6
316,1.2593189603062664e-5
317,1.2593189603062664e-5
319,1.2593189603062664e-5
321,6.296594801531332e-6
324,2.5186379206125328e-5
325,6.296594801531332e-6
328,6.296594801531332e-6
330,1.2593189603062664e-5
332,6.296594801531332e-6
333,6.296594801531332e-6
339,6.296594801531332e-6
341,6.296594801531332e-6
344,0.0013222849083215796
346,1.0704211162603265e-4
348,4.407616361071932e-5
350,4.407616361071932e-5
351,4.407616361071932e-5
352,4.407616361071932e-5
353,4.407616361071932e-5
354,4.407616361071932e-5
355,4.407616361071932e-5
356,1.8889784404593994e-5
357,6.296594801531332e-6
358,1.2593189603062664e-5
359,1.2593189603062664e-5
360,4.407616361071932e-5
361,5.0372758412250656e-5
362,6.296594801531332e-6
363,6.296594801531332e-6
364,1.2593189603062664e-5
365,2.2038081805359662e-4
368,6.296594801531332e-6
369,4.407616361071932e-5
370,6.296594801531332e-6
371,1.3222849083215798e-4
372,6.296594801531332e-6
373,6.296594801531332e-6
374,6.296594801531332e-6
378,8.437437034051984e-4
380,0.003223856538384042
381,6.296594801531332e-6
383,6.296594801531332e-6
386,6.296594801531332e-6
387,5.666935321378199e-5
389,1.8889784404593994e-5
390,6.296594801531332e-6
391,6.296594801531332e-6
393,9.570824098327624e-4
394,3.148297400765666e-5
396,1.8260124924440862e-4
397,6.296594801531332e-6
398,8.815232722143864e-5
400,1.2593189603062664e-5
401,6.296594801531332e-6
404,6.296594801531332e-6
405,1.2593189603062664e-5
406,6.296594801531332e-6
407,2.5186379206125328e-5
408,1.2593189603062664e-5
410,6.296594801531332e-6
411,1.2593189603062664e-5
414,1.8889784404593994e-5
416,3.777956880918799e-5
417,3.148297400765666e-5
418,3.148297400765666e-5
419,1.2593189603062664e-5
420,2.5186379206125328e-5
421,8.815232722143864e-5
422,4.407616361071932e-5
423,1.1333870642756398e-4
424,1.196353012290953e-4
425,6.548458593592585e-4
427,1.2593189603062664e-5
428,6.296594801531332e-6
429,9.381926254281685e-4
432,1.2593189603062664e-5
433,6.296594801531332e-6
434,5.0372758412250656e-5
435,1.8889784404593994e-5
437,1.2593189603062664e-5
439,6.296594801531332e-6
440,1.2593189603062664e-5
441,1.8889784404593994e-5
445,1.2593189603062664e-5
449,1.2593189603062664e-5
450,1.2593189603062664e-5
453,4.407616361071932e-5
454,6.296594801531332e-6
455,1.2593189603062664e-5
456,6.296594801531332e-6
458,1.2593189603062664e-5
459,1.8889784404593994e-5
461,6.296594801531332e-6
462,6.296594801531332e-6
468,6.296594801531332e-6
469,8.437437034051984e-4
470,1.4482168043522062e-4
471,4.407616361071932e-5
472,1.2593189603062664e-5
473,1.2593189603062664e-5
474,2.5186379206125328e-5
475,1.2593189603062664e-5
477,1.7000805964134596e-4
479,6.296594801531332e-6
482,6.296594801531332e-6
483,2.5186379206125328e-5
484,6.296594801531332e-5
485,1.2593189603062664e-5
486,1.574148700382833e-4
487,3.148297400765666e-5
488,6.296594801531332e-6
494,6.296594801531332e-6
496,6.296594801531332e-6
499,2.5186379206125328e-5
504,6.296594801531332e-6
505,1.763046544428773e-4
507,6.296594801531332e-6
509,5.666935321378199e-5
510,6.296594801531332e-6
511,6.296594801531332e-6
512,3.148297400765666e-5
513,3.526093088857546e-4
514,6.296594801531332e-6
515,1.2593189603062664e-5
517,1.2593189603062664e-5
519,1.2593189603062664e-5
520,6.296594801531332e-6
521,6.296594801531332e-6
522,1.2593189603062664e-5
523,1.8889784404593994e-5
526,8.185573241990731e-5
529,3.6520249848881725e-4
531,9.444892202296998e-5
538,6.296594801531332e-6
540,1.2593189603062664e-5
541,1.2593189603062664e-5
542,6.296594801531332e-6
543,5.0372758412250656e-5
544,1.196353012290953e-4
547,1.2593189603062664e-5
549,1.2593189603062664e-5
552,1.2593189603062664e-5
554,1.2593189603062664e-5
555,6.296594801531332e-5
556,6.296594801531332e-6
557,1.4482168043522062e-4
558,1.2593189603062664e-5
561,1.8889784404593994e-5
562,1.2593189603062664e-5
563,6.296594801531332e-6
565,4.407616361071932e-5
566,1.0074551682450131e-4
567,1.2593189603062664e-5
569,6.296594801531332e-6
570,6.296594801531332e-6
571,2.5186379206125328e-5
572,6.296594801531332e-6
573,1.0704211162603265e-4
575,1.2593189603062664e-5
578,6.296594801531332e-6
579,3.777956880918799e-5
580,3.777956880918799e-5
582,6.296594801531332e-6
583,3.148297400765666e-5
584,3.148297400765666e-5
588,1.2593189603062664e-5
589,6.296594801531332e-5
591,5.666935321378199e-5
592,6.296594801531332e-6
593,6.296594801531332e-6
596,5.666935321378199e-5
597,6.296594801531332e-6
601,6.296594801531332e-6
603,6.296594801531332e-6
604,4.407616361071932e-5
605,4.407616361071932e-5
606,6.296594801531332e-6
607,5.666935321378199e-5
609,6.296594801531332e-6
610,1.2593189603062664e-5
611,2.6445698166431596e-4
612,4.407616361071932e-5
613,1.763046544428773e-4
614,1.2593189603062664e-5
615,4.407616361071932e-5
617,6.296594801531332e-6
618,0.0023108502921619987
621,6.296594801531332e-6
624,6.296594801531332e-6
625,3.148297400765666e-5
629,7.933709449929478e-4
630,6.296594801531332e-6
631,1.0704211162603265e-4
633,3.148297400765666e-5
634,6.296594801531332e-6
635,6.296594801531332e-6
636,6.296594801531332e-6
638,9.444892202296998e-5
639,1.2593189603062664e-5
641,6.296594801531332e-6
642,1.2593189603062664e-5
643,6.296594801531332e-6
644,6.296594801531332e-6
646,6.296594801531332e-6
647,6.296594801531332e-6
649,4.4705823090872456e-4
650,9.444892202296998e-5
651,4.407616361071932e-5
653,5.666935321378199e-5
654,6.296594801531332e-6
655,1.8889784404593994e-5
656,4.407616361071932e-5
657,1.8889784404593994e-5
658,6.296594801531332e-6
660,6.296594801531332e-6
661,4.407616361071932e-5
662,3.777956880918799e-5
665,1.8889784404593994e-5
667,3.777956880918799e-5
668,1.2593189603062664e-5
669,1.3852508563368931e-4
670,2.5186379206125328e-5
671,1.8889784404593994e-5
673,1.2593189603062664e-5
675,1.2593189603062664e-5
677,5.0372758412250656e-5
678,2.5186379206125328e-5
680,6.296594801531332e-6
681,5.666935321378199e-5
682,5.0372758412250656e-5
683,6.296594801531332e-6
685,2.5186379206125328e-5
686,2.5186379206125328e-5
687,2.5186379206125328e-5
689,5.666935321378199e-5
691,5.0372758412250656e-5
694,1.2593189603062664e-5
695,1.2593189603062664e-5
696,1.7000805964134596e-4
702,1.2593189603062664e-5
704,2.5186379206125328e-5
706,1.8889784404593994e-5
707,6.296594801531332e-6
709,8.815232722143864e-5
710,2.5186379206125328e-5
712,1.2593189603062664e-5
715,8.185573241990731e-5
717,1.2593189603062665e-4
718,1.2593189603062664e-5
719,1.8889784404593994e-5
720,6.296594801531332e-6
722,0.0014167338303445497
723,6.296594801531332e-6
728,1.8889784404593994e-5
729,6.296594801531332e-6
730,1.2593189603062664e-5
731,1.2593189603062664e-5
732,4.344650413056619e-4
734,1.2593189603062664e-5
735,1.2593189603062664e-5
736,1.4482168043522062e-4
738,6.296594801531332e-6
741,6.296594801531332e-6
743,1.8889784404593994e-5
745,6.296594801531332e-5
747,2.5186379206125328e-5
749,6.296594801531332e-6
750,6.296594801531332e-6
751,1.2593189603062664e-5
753,3.148297400765666e-5
756,1.8889784404593994e-5
757,1.2593189603062664e-5
758,3.777956880918799e-5
759,1.8889784404593994e-5
760,1.2593189603062664e-5
762,1.2593189603062664e-5
763,6.296594801531332e-6
764,1.1333870642756398e-4
765,1.8889784404593994e-5
769,6.296594801531332e-6
771,1.8889784404593994e-5
775,2.5186379206125328e-5
776,1.8889784404593994e-5
779,5.666935321378199e-5
781,6.296594801531332e-6
782,6.296594801531332e-6
783,1.8889784404593994e-5
786,6.296594801531332e-6
788,1.2593189603062664e-5
789,1.2593189603062664e-5
790,6.296594801531332e-6
791,1.2593189603062664e-5
792,1.2593189603062664e-5
793,1.8889784404593994e-5
796,1.0074551682450131e-4
798,1.8889784404593994e-5
800,6.296594801531332e-6
802,2.5186379206125328e-5
804,5.666935321378199e-5
805,1.2593189603062664e-5
807,4.407616361071932e-5
808,5.0372758412250656e-5
809,1.8889784404593994e-5
812,6.296594801531332e-6
813,0.0015237759419705823
815,1.8889784404593994e-5
816,1.2593189603062664e-5
818,1.2593189603062664e-5
819,6.296594801531332e-6
821,5.226173685271005e-4
822,6.296594801531332e-6
823,2.2038081805359662e-4
827,6.296594801531332e-6
829,1.8889784404593994e-5
832,6.296594801531332e-6
834,3.148297400765666e-5
836,6.296594801531332e-6
838,6.296594801531332e-6
