Sample,word_ID_full,topic
600,1,53-18-3-1-1
600,5,135-18-3-1-1
600,7,10-9-1-1-1
600,8,10-9-1-1-1
600,9,131-16-5-1-1
600,11,10-9-1-1-1
600,12,65-25-5-1-1
600,13,84-26-4-1-1
600,14,10-9-1-1-1
600,15,84-26-4-1-1
600,19,84-26-4-1-1
600,20,55-8-5-1-1
600,21,84-26-4-1-1
600,22,63-19-5-1-1
600,23,135-18-3-1-1
600,24,10-9-1-1-1
600,25,84-26-4-1-1
600,26,10-9-1-1-1
600,32,84-26-4-1-1
600,35,135-18-3-1-1
600,37,84-26-4-1-1
600,38,84-26-4-1-1
600,39,127-5-4-1-1
600,40,84-26-4-1-1
600,42,84-26-4-1-1
600,43,84-26-4-1-1
600,45,24-6-1-1-1
600,48,10-9-1-1-1
600,49,127-5-4-1-1
600,51,80-14-3-1-1
600,52,10-9-1-1-1
600,56,94-19-5-1-1
600,57,4-4-3-1-1
600,58,10-9-1-1-1
600,59,99-15-2-1-1
600,60,54-25-5-1-1
600,61,135-18-3-1-1
600,62,126-19-5-1-1
600,63,134-19-5-1-1
600,65,56-19-5-1-1
600,66,37-16-5-1-1
600,67,94-19-5-1-1
600,68,38-21-3-1-1
600,69,26-14-3-1-1
600,70,135-18-3-1-1
600,71,54-25-5-1-1
600,72,6-6-1-1-1
600,73,125-11-1-1-1
600,74,134-19-5-1-1
600,76,10-9-1-1-1
600,77,10-9-1-1-1
600,80,10-9-1-1-1
600,86,13-3-1-1-1
600,87,10-9-1-1-1
600,88,10-9-1-1-1
600,90,121-25-5-1-1
600,91,82-14-3-1-1
600,92,10-9-1-1-1
600,94,10-9-1-1-1
600,97,10-9-1-1-1
600,98,6-6-1-1-1
600,99,10-9-1-1-1
600,102,10-9-1-1-1
600,106,11-10-1-1-1
600,107,10-9-1-1-1
600,108,98-1-1-1-1
600,111,10-9-1-1-1
600,114,111-12-5-1-1
600,115,75-16-5-1-1
600,117,10-9-1-1-1
600,118,10-9-1-1-1
600,119,113-27-2-1-1
600,120,4-4-3-1-1
600,121,10-9-1-1-1
600,123,10-9-1-1-1
600,124,62-4-3-1-1
600,125,10-9-1-1-1
600,126,84-26-4-1-1
600,127,10-9-1-1-1
600,128,135-18-3-1-1
600,129,10-9-1-1-1
600,130,55-8-5-1-1
600,131,78-14-3-1-1
600,133,10-9-1-1-1
600,136,49-23-4-1-1
600,138,78-14-3-1-1
600,139,10-9-1-1-1
600,140,75-16-5-1-1
600,141,10-9-1-1-1
