Sample,word_ID_full,topic,p
256,1,18-11-1-1-1,0.00305810397553517_0.00069710700592541_5.6201087491043e-05_5.6201087491043e-05_4.37191916321467e-05
256,3,42-17-3-2-1,0.00169348010160881_0.000627943485086342_0.000237586124970302_9.84251968503937e-05_2.18595958160734e-05
256,5,52-11-1-1-1,0.00102880658436214_0.000174276751481352_1.40502718727607e-05_1.40502718727607e-05_1.09297979080367e-05
256,6,32-8-2-2-1,0.00271370420624152_0.000540248514316586_0.00016803898504453_9.84251968503937e-05_2.18595958160734e-05
256,8,32-8-2-2-1,0.00271370420624152_0.000540248514316586_0.00016803898504453_9.84251968503937e-05_2.18595958160734e-05
256,9,17-12-1-1-1,0.00131752305665349_0.000910194174757282_4.21508156182822e-05_4.21508156182822e-05_3.278939372411e-05
256,13,16-10-1-1-1,0.00028336639274582_0.00028336639274582_1.40502718727607e-05_1.40502718727607e-05_1.09297979080367e-05
256,15,16-10-1-1-1,0.00028336639274582_0.00028336639274582_1.40502718727607e-05_1.40502718727607e-05_1.09297979080367e-05
256,18,42-17-3-2-1,0.00169348010160881_0.000627943485086342_0.000237586124970302_9.84251968503937e-05_2.18595958160734e-05
256,19,16-10-1-1-1,0.00028336639274582_0.00028336639274582_1.40502718727607e-05_1.40502718727607e-05_1.09297979080367e-05
256,21,16-10-1-1-1,0.000566732785491641_0.000566732785491641_2.81005437455215e-05_2.81005437455215e-05_2.18595958160734e-05
256,24,17-12-1-1-1,0.00043917435221783_0.000303398058252427_1.40502718727607e-05_1.40502718727607e-05_1.09297979080367e-05
256,32,28-11-1-1-1,0.00155642023346304_0.000348553502962705_2.81005437455215e-05_2.81005437455215e-05_2.18595958160734e-05
256,41,42-17-3-2-1,0.00169348010160881_0.000627943485086342_0.000237586124970302_9.84251968503937e-05_2.18595958160734e-05
256,45,15-13-1-1-1,0.0174672489082969_0.00448430493273543_0.000281005437455215_0.000281005437455215_0.000218595958160734
256,48,17-12-1-1-1,0.00043917435221783_0.000303398058252427_1.40502718727607e-05_1.40502718727607e-05_1.09297979080367e-05
256,49,17-12-1-1-1,0.00043917435221783_0.000303398058252427_1.40502718727607e-05_1.40502718727607e-05_1.09297979080367e-05
256,51,23-13-1-1-1,0.00464636035105834_0.00201793721973094_0.000126452446854847_0.000126452446854847_9.83681811723301e-05
256,52,54-6-1-1-1,0.00292112950340798_0.000560433401830749_4.21508156182822e-05_4.21508156182822e-05_3.278939372411e-05
256,53,42-17-3-2-1,0.000846740050804403_0.000313971742543171_0.000118793062485151_4.92125984251968e-05_1.09297979080367e-05
256,54,39-17-3-2-1,0.00163398692810458_0.000313971742543171_0.000118793062485151_4.92125984251968e-05_1.09297979080367e-05
