Sample,word_ID_full,topic,p
1024,1,23-14-8-1-1,0.00419287211740042_0.000558932439041431_0.000208219463314333_1.48247803616135e-05_1.23061398408201e-05
1024,2,178-36-9-1-1,0.00282326369282891_0.00041697940121758_0.000107045751354129_9.26548772600841e-06_7.69133740051255e-06
1024,3,171-35-10-2-1,0.000999000999000999_0.000475285171102662_0.000157059839798963_3.62171216442573e-05_6.15306992041004e-06
1024,4,23-14-8-1-1,0.0010482180293501_0.000139733109760358_5.20548658285833e-05_3.70619509040336e-06_3.07653496020502e-06
1024,5,233-29-2-2-1,0.00256278831368529_0.000227479526842584_0.000169250558526843_4.52714020553217e-05_7.69133740051255e-06
1024,6,175-38-11-1-1,0.001454898157129_0.000425170068027211_0.000175994368180218_5.55929263560505e-06_4.61480244030753e-06
1024,7,175-38-11-1-1,0.001454898157129_0.000425170068027211_0.000175994368180218_5.55929263560505e-06_4.61480244030753e-06
1024,8,175-38-11-1-1,0.000969932104752667_0.000283446712018141_0.000117329578786812_3.70619509040336e-06_3.07653496020502e-06
1024,9,164-20-8-1-1,0.00464037122969838_0.000331840053094409_0.000208219463314333_1.48247803616135e-05_1.23061398408201e-05
1024,10,207-24-5-1-1,0.0016008537886873_0.00027982464322358_3.38837561273126e-05_5.55929263560505e-06_4.61480244030753e-06
1024,11,233-29-2-2-1,0.000512557662737058_4.54959053685168e-05_3.38501117053686e-05_9.05428041106433e-06_1.53826748010251e-06
1024,12,229-33-11-1-1,0.00427960057061341_0.000983123054235622_0.000351988736360436_1.11185852712101e-05_9.22960488061506e-06
1024,13,237-28-11-1-1,0.00364520048602673_0.000771803447388732_0.000175994368180218_5.55929263560505e-06_4.61480244030753e-06
1024,14,118-38-11-1-1,0.00345303867403315_0.000708616780045351_0.00029332394696703_9.26548772600841e-06_7.69133740051255e-06
1024,15,237-28-11-1-1,0.0206561360874848_0.00437355286853615_0.000997301419687903_3.15026582684286e-05_2.61505471617427e-05
1024,16,119-37-4-1-1,0.00136923779096303_0.000177388836329234_5.62577354386228e-05_5.55929263560505e-06_4.61480244030753e-06
1024,17,177-17-5-1-1,0.000528262017960909_7.53238927387767e-05_1.12945853757709e-05_1.85309754520168e-06_1.53826748010251e-06
1024,18,206-19-3-1-1,0.000168067226890756_4.11082792074324e-05_7.84843109862339e-06_1.85309754520168e-06_1.53826748010251e-06
1024,19,237-28-11-1-1,0.00486026731470231_0.00102907126318498_0.000234659157573624_7.41239018080673e-06_6.15306992041004e-06
1024,20,96-32-5-1-1,0.00345065562456867_0.000475465956637505_5.64729268788543e-05_9.26548772600841e-06_7.69133740051255e-06
1024,21,237-28-11-1-1,0.0267314702308627_0.00565989194751737_0.00129062536665493_4.0768145994437e-05_3.38418845622552e-05
1024,22,227-38-11-1-1,0.00963172804532578_0.00240929705215419_0.000997301419687903_3.15026582684286e-05_2.61505471617427e-05
1024,23,118-38-11-1-1,0.00552486187845304_0.00113378684807256_0.000469318315147249_1.48247803616135e-05_1.23061398408201e-05
1024,24,207-24-5-1-1,0.00266808964781217_0.000466374405372633_5.64729268788543e-05_9.26548772600841e-06_7.69133740051255e-06
1024,25,237-28-11-1-1,0.0243013365735115_0.00514535631592488_0.00117329578786812_3.70619509040336e-05_3.07653496020502e-05
1024,26,118-38-11-1-1,0.00138121546961326_0.000283446712018141_0.000117329578786812_3.70619509040336e-06_3.07653496020502e-06
1024,29,54-7-5-1-1,0.0012001200120012_0.000282246683601468_4.51783415030834e-05_7.41239018080673e-06_6.15306992041004e-06
1024,30,23-14-8-1-1,0.0010482180293501_0.000139733109760358_5.20548658285833e-05_3.70619509040336e-06_3.07653496020502e-06
1024,31,240-37-4-1-1,0.000442282176028306_5.91296121097446e-05_1.87525784795409e-05_1.85309754520168e-06_1.53826748010251e-06
1024,32,237-28-11-1-1,0.00607533414337789_0.00128633907898122_0.00029332394696703_9.26548772600841e-06_7.69133740051255e-06
