Sample,word_ID_full,topic,p
1501,1,270-48-8-1-1,0.00739566825145272_0.000910983862571577_9.36705473036264e-05_2.31706368449537e-05_1.34133535683353e-05
1501,2,117-29-8-1-1,0.000761614623000762_0.000122299225438239_2.00722601364914e-05_4.96513646677579e-06_2.87429005035756e-06
1501,3,294-44-5-2-1,0.00131613582521716_0.000262729231254269_7.61475434802473e-05_1.41899121076844e-05_4.7904834172626e-06
1501,4,132-10-7-2-1,0.00116144018583043_0.00020869202274743_6.94528848992065e-05_1.13519296861475e-05_3.83238673381008e-06
1501,5,325-57-11-3-1,0.00237047070775483_0.000304175900577934_0.000126788625249049_8.03120697567692e-05_6.70667678416764e-06
1501,6,108-48-8-1-1,0.0032377428307123_0.000455491931285789_4.68352736518132e-05_1.15853184224768e-05_6.70667678416764e-06
1501,7,108-48-8-1-1,0.00231267345050879_0.000325351379489849_3.34537668941523e-05_8.27522744462632e-06_4.7904834172626e-06
1501,8,108-48-8-1-1,0.00231267345050879_0.000325351379489849_3.34537668941523e-05_8.27522744462632e-06_4.7904834172626e-06
1501,9,323-18-2-1-1,0.00446428571428571_0.000486553432413305_4.97474187873388e-05_1.82055003781779e-05_1.05390635179777e-05
1501,10,11-10-7-2-1,0.00176491351923756_0.000260865028434288_8.68161061240081e-05_1.41899121076844e-05_4.7904834172626e-06
1501,11,325-57-11-3-1,0.00135455469014561_0.000173814800330248_7.24506429994566e-05_4.58926112895824e-05_3.83238673381008e-06
1501,12,202-55-11-3-1,0.00271739130434783_0.000918976872415378_0.000108675964499185_6.88389169343736e-05_5.74858010071512e-06
1501,13,307-59-6-2-1,0.00347222222222222_0.000923574232278919_9.20090168836546e-05_1.13519296861475e-05_3.83238673381008e-06
1501,14,327-59-6-2-1,0.00617283950617284_0.00138536134841838_0.000138013525325482_1.70278945292213e-05_5.74858010071512e-06
1501,15,307-59-6-2-1,0.0147569444444444_0.00392519048718541_0.000391038321755532_4.8245701166127e-05_1.62876436186928e-05
1501,16,327-59-6-2-1,0.00308641975308642_0.00069268067420919_6.9006762662741e-05_8.51394726461064e-06_2.87429005035756e-06
1501,17,93-13-8-1-1,0.000875912408759124_0.000132508833922261_2.00722601364914e-05_4.96513646677579e-06_2.87429005035756e-06
1501,18,328-44-5-2-1,0.000868432479374729_0.000210183385003415_6.09180347841979e-05_1.13519296861475e-05_3.83238673381008e-06
1501,19,307-59-6-2-1,0.00347222222222222_0.000923574232278919_9.20090168836546e-05_1.13519296861475e-05_3.83238673381008e-06
1501,20,254-36-8-1-1,0.00308536167295166_0.000730104648332928_6.02167804094741e-05_1.48954094003274e-05_8.62287015107268e-06
1501,21,307-59-6-2-1,0.0225694444444444_0.00600323250981298_0.000598058609743755_7.37875429599589e-05_2.49105137697655e-05
1501,22,108-48-8-1-1,0.00601295097132285_0.000845913586673607_8.69797939247959e-05_2.15155913560284e-05_1.24552568848828e-05
1501,23,327-59-6-2-1,0.0174897119341564_0.00392519048718541_0.000391038321755532_4.8245701166127e-05_1.62876436186928e-05
1501,24,311-10-7-2-1,0.00278551532033426_0.00020869202274743_6.94528848992065e-05_1.13519296861475e-05_3.83238673381008e-06
1501,25,307-59-6-2-1,0.0182291666666667_0.00484876471946433_0.000483047338639187_5.95976308522745e-05_2.01200303525029e-05
1501,26,325-57-11-3-1,0.00135455469014561_0.000173814800330248_7.24506429994566e-05_4.58926112895824e-05_3.83238673381008e-06
