Sample,word_ID_full,topic,p
189,5,10-2-1,0.0017636684303351_0.000595592614651578_5.77100646352724e-05
189,22,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,45,11-2-1,0.0204081632653061_0.00238237045860631_0.00023084025854109
189,51,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,52,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,57,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,59,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,60,8-4-1,0.00154083204930663_0.000456204379562044_5.77100646352724e-05
189,61,10-2-1,0.0017636684303351_0.000595592614651578_5.77100646352724e-05
189,62,8-4-1,0.00308166409861325_0.000912408759124088_0.000115420129270545
189,64,15-3-1,0.0107991360691145_0.00348675034867503_0.000288550323176362
189,69,8-4-1,0.00154083204930663_0.000456204379562044_5.77100646352724e-05
189,70,10-2-1,0.0017636684303351_0.000595592614651578_5.77100646352724e-05
189,72,12-1-1,0.0543478260869565_0.00326736370425691_0.00201985226223453
189,85,4-2-1,0.00191570881226054_0.000595592614651578_5.77100646352724e-05
189,87,14-4-1,0.00328947368421053_0.000456204379562044_5.77100646352724e-05
189,97,4-2-1,0.00191570881226054_0.000595592614651578_5.77100646352724e-05
189,98,15-3-1,0.0475161987041037_0.0153417015341702_0.00126962142197599
189,106,3-1-1,0.00136518771331058_0.000560119492158327_0.000346260387811634
189,107,1-1-1,0.000634920634920635_0.000186706497386109_0.000115420129270545
189,108,1-1-1,0.000634920634920635_0.000186706497386109_0.000115420129270545
189,112,7-4-1,0.000807102502017756_0.000456204379562044_5.77100646352724e-05
189,119,9-5-1,0.0101180438448567_0.0045766590389016_0.000346260387811634
189,121,17-3-1,0.00280504908835905_0.00139470013947001_0.000115420129270545
189,125,4-2-1,0.00191570881226054_0.000595592614651578_5.77100646352724e-05
189,144,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,152,5-1-1,0.00717703349282297_0.000560119492158327_0.000346260387811634
189,163,7-4-1,0.000807102502017756_0.000456204379562044_5.77100646352724e-05
189,164,7-4-1,0.000807102502017756_0.000456204379562044_5.77100646352724e-05
189,168,18-2-1,0.00253807106598985_0.000595592614651578_5.77100646352724e-05
189,169,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,171,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,173,8-4-1,0.00154083204930663_0.000456204379562044_5.77100646352724e-05
189,175,5-1-1,0.0191387559808612_0.00149365197908887_0.000923361034164358
189,178,15-3-1,0.0107991360691145_0.00348675034867503_0.000288550323176362
189,182,7-4-1,0.000807102502017756_0.000456204379562044_5.77100646352724e-05
189,184,1-1-1,0.000634920634920635_0.000186706497386109_0.000115420129270545
189,187,10-2-1,0.00352733686067019_0.00119118522930316_0.000115420129270545
189,190,10-2-1,0.0017636684303351_0.000595592614651578_5.77100646352724e-05
189,199,8-4-1,0.00308166409861325_0.000912408759124088_0.000115420129270545
189,201,17-3-1,0.00140252454417952_0.000697350069735007_5.77100646352724e-05
189,202,10-2-1,0.0105820105820106_0.00357355568790947_0.000346260387811634
189,204,10-2-1,0.00529100529100529_0.00178677784395473_0.000173130193905817
189,209,5-1-1,0.0107655502392345_0.000840179238237491_0.000519390581717452
189,221,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,222,3-1-1,0.00477815699658703_0.00196041822255415_0.00121191135734072
189,224,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,225,1-1-1,0.000634920634920635_0.000186706497386109_0.000115420129270545
189,231,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,244,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,245,12-1-1,0.015527950310559_0.000933532486930545_0.000577100646352724
189,255,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,256,3-1-1,0.00182025028441411_0.000746825989544436_0.000461680517082179
189,265,3-1-1,0.0025028441410694_0.0010268857356236_0.000634810710987996
189,268,10-2-1,0.00352733686067019_0.00119118522930316_0.000115420129270545
189,271,10-2-1,0.0017636684303351_0.000595592614651578_5.77100646352724e-05
189,272,7-4-1,0.000807102502017756_0.000456204379562044_5.77100646352724e-05
189,282,10-2-1,0.0282186948853616_0.00952948183442525_0.000923361034164358
189,303,4-2-1,0.00383141762452107_0.00119118522930316_0.000115420129270545
189,330,7-4-1,0.000807102502017756_0.000456204379562044_5.77100646352724e-05
189,344,4-2-1,0.00383141762452107_0.00119118522930316_0.000115420129270545
189,346,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,359,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,372,10-2-1,0.0017636684303351_0.000595592614651578_5.77100646352724e-05
189,373,10-2-1,0.0017636684303351_0.000595592614651578_5.77100646352724e-05
189,378,13-5-1,0.0265957446808511_0.007627765064836_0.000577100646352724
189,380,7-4-1,0.116222760290557_0.0656934306569343_0.00831024930747922
189,386,17-3-1,0.00140252454417952_0.000697350069735007_5.77100646352724e-05
189,393,3-1-1,0.00318543799772469_0.00130694548170276_0.000807940904893813
189,398,3-1-1,0.00068259385665529_0.000280059746079164_0.000173130193905817
189,401,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,419,1-1-1,0.000634920634920635_0.000186706497386109_0.000115420129270545
189,420,1-1-1,0.000317460317460317_9.33532486930545e-05_5.77100646352724e-05
189,422,1-1-1,0.000634920634920635_0.000186706497386109_0.000115420129270545
189,423,3-1-1,0.00068259385665529_0.000280059746079164_0.000173130193905817
189,424,3-1-1,0.000910125142207053_0.000373412994772218_0.00023084025854109
189,425,7-4-1,0.0177562550443906_0.010036496350365_0.00126962142197599
189,429,5-1-1,0.00837320574162679_0.000653472740851382_0.000403970452446907
189,430,10-2-1,0.0017636684303351_0.000595592614651578_5.77100646352724e-05
