Sample,word_ID_full,topic,p
1586,1,33-23-9-3-1-1,0.0105985037406484_0.00156985871271586_0.000434660325739562_0.000185843126537305_1.63932687309971e-05_1.63932687309971e-05
1586,2,98-44-6-1-1-1,0.000405104314360948_7.40329446603739e-05_9.15482642449099e-06_2.90522853980308e-06_1.92861985070554e-06_1.92861985070554e-06
1586,3,371-56-11-2-1-1,0.00444726810673443_0.000536193029490617_0.000318413391557496_2.72244304260234e-05_6.75016947746938e-06_6.75016947746938e-06
1586,4,319-38-6-1-1-1,0.00224315836698071_0.000276029590372088_2.28870660612275e-05_7.26307134950771e-06_4.82154962676384e-06_4.82154962676384e-06
1586,5,338-23-9-3-1-1,0.00264550264550265_0.00073875704127805_0.000204546035642147_8.74555889587319e-05_7.71447940282215e-06_7.71447940282215e-06
1586,6,372-34-4-1-1-1,0.00313971742543171_0.000334001336005344_4.57721766195722e-05_8.71568561940925e-06_5.78585955211661e-06_5.78585955211661e-06
1586,7,372-34-4-1-1-1,0.0010465724751439_0.000111333778668448_1.52573922065241e-05_2.90522853980308e-06_1.92861985070554e-06_1.92861985070554e-06
1586,8,372-34-4-1-1-1,0.00313971742543171_0.000334001336005344_4.57721766195722e-05_8.71568561940925e-06_5.78585955211661e-06_5.78585955211661e-06
1586,9,307-32-10-1-1-1,0.00468384074941452_0.000489811912225705_0.000112753554555807_1.45261426990154e-05_9.64309925352769e-06_9.64309925352769e-06
1586,10,112-32-10-1-1-1,0.00203748981255094_0.000244905956112853_5.63767772779037e-05_7.26307134950771e-06_4.82154962676384e-06_4.82154962676384e-06
1586,11,338-23-9-3-1-1,0.000992063492063492_0.000277033890479269_7.6704763365805e-05_3.27958458595245e-05_2.89292977605831e-06_2.89292977605831e-06
1586,12,138-32-10-1-1-1,0.00399733510992672_0.000293887147335423_6.76521327334844e-05_8.71568561940925e-06_5.78585955211661e-06_5.78585955211661e-06
1586,13,330-50-7-2-1-1,0.000906618313689937_0.000131233595800525_1.83001033955842e-05_7.77840869314955e-06_1.92861985070554e-06_1.92861985070554e-06
1586,14,260-60-9-3-1-1,0.00276090557702927_0.000572213321126116_0.000127841272276342_5.46597430992074e-05_4.82154962676384e-06_4.82154962676384e-06
1586,15,330-50-7-2-1-1,0.00770625566636446_0.00111548556430446_0.000155550878862466_6.61164738917712e-05_1.63932687309971e-05_1.63932687309971e-05
1586,16,260-60-9-3-1-1,0.00165654334621756_0.00034332799267567_7.6704763365805e-05_3.27958458595245e-05_2.89292977605831e-06_2.89292977605831e-06
1586,17,276-40-10-1-1-1,0.00217155266015201_0.000279251605696733_4.51014218223229e-05_5.81045707960617e-06_3.85723970141107e-06_3.85723970141107e-06
1586,18,302-56-11-2-1-1,0.000917431192660551_0.000229797012638836_0.00013646288209607_1.16676130397243e-05_2.89292977605831e-06_2.89292977605831e-06
1586,19,330-50-7-2-1-1,0.00181323662737987_0.00026246719160105_3.66002067911684e-05_1.55568173862991e-05_3.85723970141107e-06_3.85723970141107e-06
1586,20,337-40-10-1-1-1,0.00434512725015518_0.000488690309969282_7.89274881890652e-05_1.01682998893108e-05_6.75016947746938e-06_6.75016947746938e-06
1586,21,330-50-7-2-1-1,0.0113327289211242_0.00164041994750656_0.000228751292444802_9.72301086643694e-05_2.41077481338192e-05_2.41077481338192e-05
1586,22,328-34-4-1-1-1,0.00734137388568432_0.000779336450679136_0.000106801745445668_2.03365997786216e-05_1.35003389549388e-05_1.35003389549388e-05
1586,23,260-60-9-3-1-1,0.00662617338487024_0.00137331197070268_0.00030681905346322_0.000131183383438098_1.15717191042332e-05_1.15717191042332e-05
1586,24,57-32-10-1-1-1,0.00166666666666667_0.000195924764890282_4.51014218223229e-05_5.81045707960617e-06_3.85723970141107e-06_3.85723970141107e-06
1586,25,330-50-7-2-1-1,0.00951949229374433_0.00137795275590551_0.000192151085653634_8.16732912780703e-05_2.02505084324081e-05_2.02505084324081e-05
1586,26,338-23-9-3-1-1,0.000661375661375661_0.000184689260319512_5.11365089105367e-05_2.1863897239683e-05_1.92861985070554e-06_1.92861985070554e-06
