Sample,word_ID_full,topic
975,1,54-24-3-2-1
975,2,18-1-1-1-1
975,3,115-33-5-1-1
975,5,192-35-6-2-1
975,6,60-8-4-1-1
975,7,18-1-1-1-1
975,9,181-8-4-1-1
975,10,18-1-1-1-1
975,11,18-1-1-1-1
975,13,18-1-1-1-1
975,14,189-27-6-2-1
975,16,189-27-6-2-1
975,17,76-9-2-1-1
975,18,187-18-5-1-1
975,20,189-27-6-2-1
975,21,181-8-4-1-1
975,22,128-31-3-2-1
975,23,189-27-6-2-1
975,24,181-8-4-1-1
975,26,18-1-1-1-1
975,31,76-9-2-1-1
975,32,173-23-2-1-1
975,33,181-8-4-1-1
975,35,189-27-6-2-1
975,38,173-23-2-1-1
975,39,140-28-4-1-1
975,41,187-18-5-1-1
975,44,18-1-1-1-1
975,45,143-34-2-1-1
975,46,18-1-1-1-1
975,47,54-24-3-2-1
975,48,54-24-3-2-1
975,49,143-34-2-1-1
975,50,85-5-4-1-1
975,51,47-4-3-2-1
975,52,58-20-4-1-1
975,53,27-18-5-1-1
975,55,22-10-4-1-1
975,56,123-14-1-1-1
975,57,96-14-1-1-1
975,59,178-34-2-1-1
975,60,172-34-2-1-1
975,61,192-35-6-2-1
975,62,178-34-2-1-1
975,63,172-34-2-1-1
975,64,145-24-3-2-1
975,65,178-34-2-1-1
975,66,143-34-2-1-1
975,67,172-34-2-1-1
975,68,172-34-2-1-1
975,69,178-34-2-1-1
975,70,192-35-6-2-1
975,71,178-34-2-1-1
975,72,33-4-3-2-1
975,73,65-2-2-1-1
975,74,18-1-1-1-1
975,75,130-12-4-1-1
975,76,130-12-4-1-1
975,77,18-1-1-1-1
975,78,174-26-4-1-1
975,79,170-5-4-1-1
975,80,35-23-2-1-1
975,81,54-24-3-2-1
975,82,16-8-4-1-1
975,83,18-1-1-1-1
975,84,26-16-4-1-1
975,85,18-1-1-1-1
975,86,32-11-3-2-1
975,87,88-32-6-2-1
975,88,18-1-1-1-1
975,89,85-5-4-1-1
975,90,52-25-7-1-1
975,91,12-2-2-1-1
975,92,99-32-6-2-1
975,93,18-1-1-1-1
975,95,170-5-4-1-1
975,96,86-10-4-1-1
975,97,54-24-3-2-1
975,98,131-13-3-2-1
975,99,123-14-1-1-1
975,103,104-10-4-1-1
975,104,157-26-4-1-1
975,106,80-19-3-2-1
975,107,153-34-2-1-1
975,108,39-22-1-1-1
975,109,85-5-4-1-1
975,111,17-14-1-1-1
975,112,187-18-5-1-1
975,113,177-8-4-1-1
975,114,130-12-4-1-1
975,115,45-20-4-1-1
975,116,60-8-4-1-1
975,117,181-8-4-1-1
975,118,182-20-4-1-1
975,119,191-35-6-2-1
975,120,2-2-2-1-1
975,121,18-1-1-1-1
975,122,27-18-5-1-1
975,123,143-34-2-1-1
975,124,18-1-1-1-1
975,125,175-28-4-1-1
975,126,18-1-1-1-1
975,127,27-18-5-1-1
975,128,192-35-6-2-1
975,129,190-25-7-1-1
975,130,18-1-1-1-1
975,131,24-17-3-2-1
975,132,189-27-6-2-1
975,133,18-1-1-1-1
975,134,27-18-5-1-1
975,136,116-6-5-1-1
975,137,126-17-3-2-1
975,138,130-12-4-1-1
975,139,10-10-4-1-1
975,140,30-20-4-1-1
975,141,18-1-1-1-1
975,142,91-23-2-1-1
975,143,146-2-2-1-1
975,144,177-8-4-1-1
975,145,72-12-4-1-1
975,146,171-20-4-1-1
975,147,18-1-1-1-1
975,148,116-6-5-1-1
975,149,18-1-1-1-1
975,150,47-4-3-2-1
975,151,177-8-4-1-1
975,152,68-29-6-2-1
975,153,18-1-1-1-1
975,154,18-1-1-1-1
975,156,30-20-4-1-1
975,157,130-12-4-1-1
975,158,165-28-4-1-1
975,159,30-20-4-1-1
975,160,54-24-3-2-1
975,161,149-12-4-1-1
975,162,157-26-4-1-1
975,163,187-18-5-1-1
975,164,187-18-5-1-1
975,165,81-31-3-2-1
975,166,172-34-2-1-1
975,167,27-18-5-1-1
975,168,54-24-3-2-1
975,169,24-17-3-2-1
975,170,189-27-6-2-1
975,171,130-12-4-1-1
975,173,3-3-2-1-1
975,174,114-33-5-1-1
975,175,50-22-1-1-1
975,177,18-1-1-1-1
975,178,147-15-7-1-1
975,179,39-22-1-1-1
975,180,19-15-7-1-1
975,181,18-1-1-1-1
975,182,187-18-5-1-1
975,183,18-1-1-1-1
975,185,18-1-1-1-1
975,186,18-1-1-1-1
975,187,192-35-6-2-1
975,189,192-35-6-2-1
975,190,192-35-6-2-1
975,191,2-2-2-1-1
975,192,18-1-1-1-1
975,193,18-1-1-1-1
975,194,190-25-7-1-1
975,195,54-24-3-2-1
975,196,117-20-4-1-1
975,197,18-1-1-1-1
975,198,18-1-1-1-1
975,199,170-5-4-1-1
975,200,189-27-6-2-1
975,201,84-4-3-2-1
975,202,15-13-3-2-1
975,203,123-14-1-1-1
975,204,75-21-6-2-1
975,205,18-1-1-1-1
975,206,18-1-1-1-1
975,207,130-12-4-1-1
975,208,188-18-5-1-1
975,209,15-13-3-2-1
975,210,76-9-2-1-1
975,211,156-12-4-1-1
975,212,19-15-7-1-1
975,213,22-10-4-1-1
975,214,143-34-2-1-1
975,216,27-18-5-1-1
975,217,18-1-1-1-1
975,219,22-10-4-1-1
975,220,171-20-4-1-1
975,221,124-18-5-1-1
975,222,69-30-3-2-1
975,223,117-20-4-1-1
975,224,14-4-3-2-1
975,225,19-15-7-1-1
975,226,76-9-2-1-1
975,227,18-1-1-1-1
975,228,190-25-7-1-1
975,229,2-2-2-1-1
975,231,12-2-2-1-1
975,232,2-2-2-1-1
975,233,35-23-2-1-1
975,234,126-17-3-2-1
975,235,140-28-4-1-1
975,236,18-1-1-1-1
975,238,45-20-4-1-1
975,240,91-23-2-1-1
975,241,126-17-3-2-1
975,242,157-26-4-1-1
975,244,124-18-5-1-1
975,245,68-29-6-2-1
975,246,14-4-3-2-1
975,247,141-8-4-1-1
975,248,76-9-2-1-1
975,249,18-1-1-1-1
975,250,18-1-1-1-1
975,251,19-15-7-1-1
975,252,27-18-5-1-1
975,253,18-1-1-1-1
975,255,61-7-4-1-1
975,256,68-29-6-2-1
975,257,161-28-4-1-1
975,258,91-23-2-1-1
975,259,8-8-4-1-1
975,260,59-11-3-2-1
975,261,23-5-4-1-1
975,263,22-10-4-1-1
975,264,25-18-5-1-1
975,265,68-29-6-2-1
975,267,164-10-4-1-1
975,268,75-21-6-2-1
975,269,19-15-7-1-1
975,270,18-1-1-1-1
975,271,75-21-6-2-1
975,272,187-18-5-1-1
975,273,19-15-7-1-1
975,274,18-1-1-1-1
975,275,18-1-1-1-1
975,276,174-26-4-1-1
975,277,152-23-2-1-1
975,278,18-1-1-1-1
975,279,152-23-2-1-1
975,280,27-18-5-1-1
975,281,18-1-1-1-1
975,282,144-24-3-2-1
975,283,8-8-4-1-1
975,284,91-23-2-1-1
975,285,54-24-3-2-1
975,286,190-25-7-1-1
975,287,2-2-2-1-1
975,288,18-1-1-1-1
975,290,54-24-3-2-1
975,292,18-1-1-1-1
975,294,173-23-2-1-1
975,295,18-1-1-1-1
975,296,18-1-1-1-1
975,301,81-31-3-2-1
975,303,173-23-2-1-1
975,306,150-28-4-1-1
975,307,18-1-1-1-1
975,308,18-1-1-1-1
975,309,112-23-2-1-1
975,310,18-1-1-1-1
975,311,2-2-2-1-1
975,312,150-28-4-1-1
975,313,18-1-1-1-1
975,314,190-25-7-1-1
975,316,115-33-5-1-1
975,317,152-23-2-1-1
975,318,173-23-2-1-1
975,319,18-1-1-1-1
975,320,182-20-4-1-1
975,321,18-1-1-1-1
975,322,18-1-1-1-1
975,323,18-1-1-1-1
975,324,27-18-5-1-1
975,328,120-34-2-1-1
975,329,174-26-4-1-1
975,330,173-23-2-1-1
975,331,18-1-1-1-1
975,332,173-23-2-1-1
975,333,173-23-2-1-1
975,334,22-10-4-1-1
975,335,18-1-1-1-1
975,336,117-20-4-1-1
975,337,173-23-2-1-1
975,338,173-23-2-1-1
975,339,173-23-2-1-1
975,340,18-1-1-1-1
975,341,189-27-6-2-1
975,342,77-7-4-1-1
975,343,121-12-4-1-1
975,344,27-18-5-1-1
975,346,66-27-6-2-1
975,348,143-34-2-1-1
975,349,141-8-4-1-1
975,350,143-34-2-1-1
975,356,122-15-7-1-1
975,357,18-1-1-1-1
975,358,59-11-3-2-1
975,359,150-28-4-1-1
975,361,109-17-3-2-1
975,362,85-5-4-1-1
975,363,18-1-1-1-1
975,364,38-24-3-2-1
975,365,152-23-2-1-1
975,366,152-23-2-1-1
975,367,177-8-4-1-1
975,368,18-1-1-1-1
975,369,24-17-3-2-1
975,370,143-34-2-1-1
975,371,124-18-5-1-1
975,372,192-35-6-2-1
975,373,192-35-6-2-1
975,374,35-23-2-1-1
975,376,85-5-4-1-1
975,377,157-26-4-1-1
975,378,168-35-6-2-1
