Sample,word_ID_full,topic,p
1310,1,4-4-4-1-1-1,0.0051150895140665_0.00106425435679127_0.000118434298572867_2.19746412639814e-05_9.96108949416342e-06_9.96108949416342e-06
1310,2,53-5-5-1-1-1,0.000875401225561716_0.000108522645058602_1.81488203266788e-05_8.24049047399301e-06_3.73540856031128e-06_3.73540856031128e-06
1310,3,190-46-3-2-1-1,0.00111582236108012_0.000474969127006745_0.000105956896734408_1.71660853085775e-05_6.22568093385214e-06_6.22568093385214e-06
1310,4,212-20-9-3-1-1,0.00220458553791887_0.000410138626855877_5.23483468392068e-05_3.38301859983626e-05_6.22568093385214e-06_6.22568093385214e-06
1310,5,287-57-11-3-1-1,0.00450901803607214_0.00305602716468591_0.000172140083774841_6.08943347970527e-05_1.12062256809339e-05_1.12062256809339e-05
1310,6,9-9-8-2-1-1,0.00275027502750275_0.000472366556447804_9.87927525636719e-05_1.71660853085775e-05_6.22568093385214e-06_6.22568093385214e-06
1310,7,95-42-4-1-1-1,0.00106837606837607_0.000324201653428432_2.96085746432167e-05_5.49366031599534e-06_2.49027237354086e-06_2.49027237354086e-06
1310,8,95-42-4-1-1-1,0.00320512820512821_0.000972604960285297_8.882572392965e-05_1.6480980947986e-05_7.47081712062257e-06_7.47081712062257e-06
1310,9,200-36-8-2-1-1,0.00393479482855537_0.000601839910583785_0.000138309853589141_2.40325194320086e-05_8.715953307393e-06_8.715953307393e-06
1310,10,13-7-7-2-1-1,0.00214132762312634_0.000329902348904724_7.28066982162359e-05_1.71660853085775e-05_6.22568093385214e-06_6.22568093385214e-06
1310,11,287-57-11-3-1-1,0.00200400801603206_0.00135823429541596_7.65067038999292e-05_2.70641487986901e-05_4.98054474708171e-06_4.98054474708171e-06
1310,12,138-23-7-2-1-1,0.000593119810201661_6.37308010961698e-05_1.45613396432472e-05_3.43321706171551e-06_1.24513618677043e-06_1.24513618677043e-06
1310,13,236-38-11-3-1-1,0.00275735294117647_0.000436427116671516_5.73800279249469e-05_2.02981115990176e-05_3.73540856031128e-06_3.73540856031128e-06
1310,14,283-56-11-3-1-1,0.00280701754385965_0.000766136755410841_7.65067038999292e-05_2.70641487986901e-05_4.98054474708171e-06_4.98054474708171e-06
1310,15,236-38-11-3-1-1,0.0238970588235294_0.00378236834448647_0.00049729357534954_0.000175916967191486_3.23735408560311e-05_3.23735408560311e-05
1310,16,283-56-11-3-1-1,0.00210526315789474_0.000574602566558131_5.73800279249469e-05_2.02981115990176e-05_3.73540856031128e-06_3.73540856031128e-06
1310,17,164-14-1-1-1-1,0.00129813933362181_0.000156396621832968_2.28644594841778e-05_8.24049047399301e-06_3.73540856031128e-06_3.73540856031128e-06
1310,18,130-44-3-2-1-1,0.000965018094089264_0.00062266500622665_8.47655173875267e-05_1.3732868246862e-05_4.98054474708171e-06_4.98054474708171e-06
1310,19,236-38-11-3-1-1,0.00459558823529412_0.00072737852778586_9.56333798749115e-05_3.38301859983626e-05_6.22568093385214e-06_6.22568093385214e-06
1310,20,106-23-7-2-1-1,0.00193124758594052_0.000318654005480849_7.28066982162359e-05_1.71660853085775e-05_6.22568093385214e-06_6.22568093385214e-06
1310,21,236-38-11-3-1-1,0.0321691176470588_0.00509164969450102_0.000669433659124381_0.000236811301988538_4.3579766536965e-05_4.3579766536965e-05
1310,22,121-15-4-1-1-1,0.00435188063413118_0.00117105813467169_0.000207260022502517_3.84556222119674e-05_1.7431906614786e-05_1.7431906614786e-05
1310,23,283-56-11-3-1-1,0.0105263157894737_0.00287301283279065_0.000286900139624735_0.000101490557995088_1.86770428015564e-05_1.86770428015564e-05
1310,24,7-7-7-2-1-1,0.00158061116965227_0.000197941409342835_4.36840189297415e-05_1.02996511851465e-05_3.73540856031128e-06_3.73540856031128e-06
1310,25,236-38-11-3-1-1,0.0303308823529412_0.00480069828338667_0.000631180307174416_0.000223279227589193_4.10894941634241e-05_4.10894941634241e-05
1310,26,287-57-11-3-1-1,0.00200400801603206_0.00135823429541596_7.65067038999292e-05_2.70641487986901e-05_4.98054474708171e-06_4.98054474708171e-06
1310,27,235-35-8-2-1-1,0.000571102227298686_5.10386362476395e-05_1.97585505127344e-05_3.43321706171551e-06_1.24513618677043e-06_1.24513618677043e-06
1310,28,235-35-8-2-1-1,0.000571102227298686_5.10386362476395e-05_1.97585505127344e-05_3.43321706171551e-06_1.24513618677043e-06_1.24513618677043e-06
1310,30,212-20-9-3-1-1,0.0017636684303351_0.000328110901484702_4.18786774713655e-05_2.70641487986901e-05_4.98054474708171e-06_4.98054474708171e-06
1310,31,267-41-7-2-1-1,0.000862068965517241_0.000125274036955841_2.91226792864944e-05_6.86643412343102e-06_2.49027237354086e-06_2.49027237354086e-06
1310,32,236-38-11-3-1-1,0.00551470588235294_0.000872854233343032_0.000114760055849894_4.05962231980351e-05_7.47081712062257e-06_7.47081712062257e-06
1310,33,7-7-7-2-1-1,0.00158061116965227_0.000197941409342835_4.36840189297415e-05_1.02996511851465e-05_3.73540856031128e-06_3.73540856031128e-06
1310,34,129-39-3-2-1-1,0.0026994601079784_0.000994475138121547_0.000190722414121935_3.08989535554396e-05_1.12062256809339e-05_1.12062256809339e-05
1310,35,283-56-11-3-1-1,0.0119298245614035_0.00325608121049607_0.000325153491574699_0.000115022632394433_2.11673151750973e-05_2.11673151750973e-05
1310,36,260-6-6-2-1-1,0.0015785319652723_0.000148159122897992_3.76272270615017e-05_6.86643412343102e-06_2.49027237354086e-06_2.49027237354086e-06
1310,37,236-38-11-3-1-1,0.00919117647058824_0.00145475705557172_0.000191266759749823_6.76603719967252e-05_1.24513618677043e-05_1.24513618677043e-05
1310,38,236-38-11-3-1-1,0.0597426470588235_0.00945592086121618_0.00124323393837385_0.000439792417978714_8.09338521400778e-05_8.09338521400778e-05
1310,39,142-52-7-2-1-1,0.0054757015742642_0.00109544023004245_0.000116490717145977_2.74657364937241e-05_9.96108949416342e-06_9.96108949416342e-06
1310,40,236-38-11-3-1-1,0.0137867647058824_0.00218213558335758_0.000286900139624735_0.000101490557995088_1.86770428015564e-05_1.86770428015564e-05
1310,41,130-44-3-2-1-1,0.000965018094089264_0.00062266500622665_8.47655173875267e-05_1.3732868246862e-05_4.98054474708171e-06_4.98054474708171e-06
1310,42,236-38-11-3-1-1,0.03125_0.00494617398894385_0.000650306983149398_0.000230045264788866_4.23346303501946e-05_4.23346303501946e-05
1310,43,236-38-11-3-1-1,0.0248161764705882_0.00392784405004364_0.000516420251324522_0.000182683004391158_3.36186770428016e-05_3.36186770428016e-05
1310,44,283-56-11-3-1-1,0.00210526315789474_0.000574602566558131_5.73800279249469e-05_2.02981115990176e-05_3.73540856031128e-06_3.73540856031128e-06
1310,45,9-9-8-2-1-1,0.0825082508250825_0.0141709966934341_0.00296378257691016_0.000514982559257327_0.000186770428015564_0.000186770428015564
1310,46,233-53-7-2-1-1,0.00140845070422535_0.000537249283667622_4.36840189297415e-05_1.02996511851465e-05_3.73540856031128e-06_3.73540856031128e-06
1310,47,273-28-10-2-1-1,0.00092038656235619_0.000354358610914245_6.84931506849315e-05_6.86643412343102e-06_2.49027237354086e-06_2.49027237354086e-06
