,0,1
0,0.0002674026606564735,0.0
1,0.002903228887127427,0.0
2,0.009024839797155982,0.0
3,0.0003915538959612648,0.0
4,0.00019100190046890967,0.0
5,0.0006589565566177384,0.0
6,9.550095023445484e-06,0.0
7,0.006417663855755365,0.0
8,0.00020055199549235515,0.0
9,0.0033902837333231466,0.0
10,6.685066516411838e-05,0.0
11,0.00012415123530479127,0.0
12,4.7750475117227416e-05,0.0
13,0.0006876068416880748,0.0
14,0.000553905511359838,0.0
15,5.73005701406729e-05,0.0
16,0.0012319622580244673,0.0
17,0.0003056030407502555,0.0
18,0.0006589565566177384,0.0
19,0.00024830247060958255,0.0
20,0.00020055199549235515,0.0
21,0.00013370133032823676,0.0
22,8.595085521100935e-05,0.0
23,0.00012415123530479127,0.0
24,0.00020055199549235515,0.0
25,0.0009168091222507664,0.0
26,0.00033425332582059193,0.0
27,0.0001146011402813458,0.0
28,0.0002674026606564735,0.0
29,0.00059210589145362,0.0
30,0.0009359093122976573,0.0
31,0.0,0.014625880674217426
32,0.0009932098824383302,0.0
33,0.00024830247060958255,0.0
34,0.000553905511359838,0.0
35,0.0004393043710784922,0.0
36,4.7750475117227416e-05,0.0
37,0.0005443554163363925,0.0
38,0.002196521855392461,0.0
39,9.550095023445483e-05,0.0
40,0.0003438034208440374,0.0
41,0.0001719017104220187,0.0
42,0.003581285633792056,0.0
43,7.640076018756387e-05,0.0
44,7.640076018756387e-05,0.0
45,9.550095023445483e-05,0.0
46,4.7750475117227416e-05,0.0
47,0.00015280152037512774,0.0
48,4.7750475117227416e-05,0.0
49,0.0010123100724852212,0.0
50,0.00016235161539857322,0.0
51,0.003027380122432218,0.0
52,7.640076018756387e-05,0.0
53,0.0003056030407502555,0.0
54,0.00014325142535168226,0.0
55,0.00031515313577370097,0.0
56,3.8200380093781936e-05,0.0
57,0.002292022805626916,0.0
58,7.640076018756387e-05,0.0
59,0.0006780567466646293,0.0
60,0.00016235161539857322,0.0
61,0.0010791607376493396,0.0
62,0.0002865028507033645,0.0
63,0.0009932098824383302,0.0
64,1.9100190046890968e-05,0.0
65,0.00024830247060958255,0.0
