,0,1,2,3,4,5,6,7,8,9
0,0.008931965032307108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0026793848132468786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0010769035854554668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0032002356658900406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.002063311071292827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.012115836363104695,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.004571461990584153,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0022629281486837524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0002171906390834555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.020099183725181446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.00056107581763226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0008967473414365503,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.00014239653366152343,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.007388418313140273,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.014247074261535578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2.714882988543194e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0003606483873168735,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.01332315685171795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1.8099219923621293e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0020037226522371513,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.006654883372164645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.00147482124149435,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0028788730885621703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.00018099219923621291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.00043736078196039344,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.020777956647074238,0.0,0.0,0.0
26,9.049609961810647e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.04460942543576501,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.00032278889606197545,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0011620400258231117,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0031956100710135572,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0347339385661873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.000434381278166911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0011891649527745558,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.00045190445448676565,0.0,0.0,0.0,0.0
35,9.049609961810646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0009774778393722718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.007019988210706821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.000396676058057101,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0008238656590416713,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0005555934615422104,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0011086587263647182,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,9.154062878240793e-05,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.012388498428552538,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0008870000877252834,0.0,0.0,0.0,0.0,0.0,0.0
45,0.00140268954408065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.020593931568754036,0.0,0.0,0.0,0.0
47,0.002769180648314058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0009683666881859264,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,2.0342361951646206e-05,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0001291155584247902,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.011905207592377672,0.0,0.0,0.0
52,0.0024433946896888744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,7.119826683076171e-05,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.008548341504781029,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0034948180284405882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.00052635170040841,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.001500455495418252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.002226204050605419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0006966400514441884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,9.74725371126685e-05,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.002995020777956647,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002657983919197289,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,9.683666881859264e-05,0.0,0.0,0.0,0.0
64,0.0003167363486633726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0028377594922546455,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.00013222535268570034,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,2.0342361951646206e-05,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0002582311168495804,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0010679740024614258,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0025364842898737117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,7.119826683076171e-05,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.007173978731492402,0.0,0.0,0.0,0.0,0.0,0.0
73,0.00047962932797596423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012067301061922494,0.0
75,0.0,0.0,0.023097935245440668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003986975878795933,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023257359292976278,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020599375373778987,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011296431656588478,0.0,0.0
80,0.0,0.004429916224568172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.00048669087641795515,0.0,0.0,0.0
82,0.0,0.000375113873854563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013954415575785767,0.0,0.0
84,0.0,0.00017862565421645856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.00012671429824646905,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.02853453841187863,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002068680182043856,0.0
88,0.00022624024904526616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.030714376210385332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.00028479306732304686,0.0,0.0,0.0,0.0,0.0
91,0.0004977285478995855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0032945228557523117,0.0,0.0,0.0
93,0.0,0.0,0.0,0.007173978731492402,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.00298599394767146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.00606571864706355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0056488056810845705,0.0,0.0,0.0,0.0
97,0.0001176449295035384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0005358769626493757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.007984566743475698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.00014290052337316686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.010946165917752673,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0005492437726944475,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.008460933697727527,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0031225525595776926,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,9.154062878240793e-05,0.0,0.0,0.0,0.0,0.0
106,0.0036560424245715008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.00016139444803098772,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.000986604554654841,0.0,0.0,0.0,0.0,0.0
109,0.003936580333387631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.004642282205832803,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.003706338212721351,0.0,0.0,0.0
112,0.0,0.0,0.0029592137328941378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.004970948999354422,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,7.119826683076171e-05,0.0,0.0,0.0,0.0,0.0
115,0.001764673942553076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.005810200129115558,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0006000996775735631,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.00176978548979322,0.0,0.0,0.0,0.0,0.0
119,0.010262257696693273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.005811306606678985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015239277341056406,0.0
122,0.0,0.0,0.0,0.013149045256498982,0.0,0.0,0.0,0.0,0.0,0.0
123,0.001990914191598342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.005048070485525294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.05909054390616213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.00011188299073405413,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.00027462188634722376,0.0,0.0,0.0,0.0,0.0
128,0.0,0.006752049729382134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.007679241636746443,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.001713933745748641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0010042580541495944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.03963233359001101,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.005339870012307129,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.05031634906967167,0.0,0.0,0.0
135,0.0,0.0,0.00041509332904849896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.009239174098176267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.022143318269851518,0.0,0.0,0.0,0.0
138,0.0034931494452589093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0003981828383196684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0016198801831641056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.00035090113360560665,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.001586704232228404,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0008870000877252834,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0007730097541625558,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,6.1027085854938614e-05,0.0,0.0,0.0,0.0,0.0
146,0.0006515719172503665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0048109686015643275,0.0,0.0,0.0,0.0,0.0
148,0.0008416137264483901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0004170184200087472,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0011515492354248682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,9.049609961810646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158814539172038,0.0,0.0
153,0.0,0.0,0.0,0.0,0.0,0.01826985151710781,0.0,0.0,0.0,0.0
154,0.0,0.00741296464998303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.007953723788864787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,2.0342361951646206e-05,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0008645503829449638,0.0,0.0,0.0,0.0,0.0
158,0.0010045067057609816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0009411594360283072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
