,0,1,2,3,4,5
0,0.01327433628318584,0.0,0.0,0.0,0.0,0.0
1,0.0,0.009191733500333327,0.0,0.0,0.0,0.0
2,0.00772733102475311,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.011994089868760322,0.0,0.0,0.0
4,0.0,0.0,6.518527102587131e-05,0.0,0.0,0.0
5,0.0,0.0,0.0,0.01019981897932187,0.0,0.0
6,0.0,0.0,0.0,0.0045023091740351365,0.0,0.0
7,0.0,0.0,0.0,0.00012764278586182087,0.0,0.0
8,0.0,0.0,0.0,0.0012648239689944068,0.0,0.0
9,0.0,0.0,0.0,0.007368469911114206,0.0,0.0
10,0.0,0.0,0.0,0.0011719928520039918,0.0,0.0
11,1.0687871403531272e-05,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,7.967088680939827e-05,0.0,0.0,0.0
13,0.0,0.0007070564231025636,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0021583234700271532,0.0,0.0
15,0.0,0.0,0.0,0.0012996356378658126,0.0,0.0
16,0.0,0.0,0.0006518527102587131,0.0,0.0,0.0
17,0.001923816852635629,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.001209548917924501,0.0,0.0,0.0
19,0.0,0.0,0.0,0.010466708440669312,0.0,0.0
20,0.0,0.0,0.0,0.0,0.012786652337844484,0.0
21,0.0,0.0,0.00449778370078512,0.0,0.0,0.0
22,0.0,0.002343387002282782,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0015085056510942467,0.0,0.0
24,0.0,0.0,0.0,0.0009283111699041519,0.0,0.0
25,0.0,0.0,0.0013978619231103514,0.0,0.0,0.0
26,0.0,0.002969636977030767,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0016006605440797288,0.0,0.0,0.0
28,0.0006626480270189389,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.003223049511834748,0.0,0.0,0.0
30,0.0024154589371980675,0.0,0.0,0.0,0.0,0.0
31,0.009095378564405112,0.0,0.0,0.0,0.0,0.0
32,0.0014963019964943781,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.00018107019729408696,0.0,0.0,0.0
34,0.0,0.0,0.0,0.00040613613683306645,0.0,0.0
35,0.0,0.0,0.0007532520207434018,0.0,0.0,0.0
36,0.000470266341755376,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0006446099023669496,0.0,0.0,0.0
38,0.0,0.007959435162926002,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0035739980041309847,0.0,0.0
40,0.0,0.0,0.0,0.0,0.000564652738565782,0.0
41,0.0,0.0,0.0018831300518585045,0.0,0.0,0.0
42,0.0,0.0,0.0009922646811715966,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0005221750330710854,0.0,0.0
44,0.0,0.0,0.00036214039458817393,0.0,0.0,0.0
45,0.0,0.0,0.00383144537474288,0.0,0.0,0.0
46,0.0,0.0,0.0,0.03926756248694562,0.0,0.0
47,0.0002778846564918131,0.0,0.0,0.0,0.0,0.0
48,0.0005557693129836262,0.0,0.0,0.0,0.0,0.0
49,0.005408062930186824,0.0,0.0,0.0,0.0,0.0
50,0.0007695267410542517,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.012114460767249181,0.0,0.0
52,0.0020200076952674104,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.000861894139119854,0.0,0.0,0.0
54,0.00044889059894831344,0.0,0.0,0.0,0.0,0.0
55,0.0,0.001737338639623442,0.0,0.0,0.0,0.0
56,0.0,0.0009696773802549443,0.0,0.0,0.0,0.0
57,0.0,0.0006060483626593403,0.0,0.0,0.0,0.0
58,0.0,0.0006262499747479849,0.0,0.0,0.0,0.0
59,0.00025650891368475054,0.0,0.0,0.0,0.0,0.0
60,0.003291864392287632,0.0,0.0,0.0,0.0,0.0
61,0.00025650891368475054,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.00016245445473322658,0.0,0.0
63,0.0,0.0007070564231025636,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0007170379812845844,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.019280205655526992
66,0.0,0.0,0.0,0.0,0.0,0.01723317147481672
67,9.619084263178146e-05,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0009631228387755575,0.0,0.0
