,0,1,2,3,4
0,0.00011439291679059232,0.0,0.0,0.0,0.0
1,0.0002859822919764808,0.0,0.0,0.0,0.0
2,0.0009265826260037979,0.0,0.0,0.0,0.0
3,0.004495641629870278,0.0,0.0,0.0,0.0
4,0.0,0.0010512317142676209,0.0,0.0,0.0
5,0.0,0.0023684377176872904,0.0,0.0,0.0
6,0.0,0.0001646507504274587,0.0,0.0,0.0
7,0.0,0.0,0.0002719312557785392,0.0,0.0
8,0.00029742158365554005,0.0,0.0,0.0,0.0
9,0.0,0.00010132353872458995,0.0,0.0,0.0
10,4.575716671623693e-05,0.0,0.0,0.0,0.0
11,0.0,0.002178456082578684,0.0,0.0,0.0
12,4.575716671623693e-05,0.0,0.0,0.0,0.0
13,0.0,0.0008485846368184409,0.0,0.0,0.0
14,9.151433343247386e-05,0.0,0.0,0.0,0.0
15,0.00012583220846965155,0.0,0.0,0.0,0.0
16,6.863575007435539e-05,0.0,0.0,0.0,0.0
17,4.575716671623693e-05,0.0,0.0,0.0,0.0
18,0.0025852799194673866,0.0,0.0,0.0,0.0
19,0.0008579468759294424,0.0,0.0,0.0,0.0
20,4.575716671623693e-05,0.0,0.0,0.0,0.0
21,6.863575007435539e-05,0.0,0.0,0.0,0.0
22,0.0,0.0009752390602241783,0.0,0.0,0.0
23,2.2878583358118464e-05,0.0,0.0,0.0,0.0
24,4.575716671623693e-05,0.0,0.0,0.0,0.0
25,0.001132489876226864,0.0,0.0,0.0,0.0
26,0.0003546180420508362,0.0,0.0,0.0,0.0
27,0.0007778718341760278,0.0,0.0,0.0,0.0
28,2.2878583358118464e-05,0.0,0.0,0.0,0.0
29,0.0,0.00044329048192008104,0.0,0.0,0.0
30,0.0,0.0,0.0,0.001316443846356376,0.0
31,0.0,0.0,0.0,0.004826960769973378,0.0
32,0.00019446795854400695,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.04711095035717515
34,0.001224004209659338,0.0,0.0,0.0,0.0
35,0.0,0.0008992464061807359,0.0,0.0,0.0
36,3.4317875037177696e-05,0.0,0.0,0.0,0.0
37,0.0,0.004040276106643025,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0007233927118184284
39,2.2878583358118464e-05,0.0,0.0,0.0,0.0
40,0.004861698963600174,0.0,0.0,0.0,0.0
41,0.0,0.0003293015008549174,0.0,0.0,0.0
42,0.0,0.0023684377176872904,0.0,0.0,0.0
43,0.0,0.00267240833386106,0.0,0.0,0.0
44,0.0,0.0,0.0017947462881383587,0.0,0.0
45,0.0,0.0,0.0,0.0,0.007776471652048106
46,4.575716671623693e-05,0.0,0.0,0.0,0.0
47,0.00019446795854400695,0.0,0.0,0.0,0.0
48,8.007504175341463e-05,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.010443787847760583,0.0
50,0.0002859822919764808,0.0,0.0,0.0,0.0
51,0.0007778718341760278,0.0,0.0,0.0,0.0
52,0.0,0.0025584193527958964,0.0,0.0,0.0
53,0.0,0.0,0.0,0.004241874616037211,0.0
54,0.0024365691276396167,0.0,0.0,0.0,0.0
55,0.0001029536251115331,0.0,0.0,0.0,0.0
56,6.863575007435539e-05,0.0,0.0,0.0,0.0
57,0.0,0.0011778861376733583,0.0,0.0,0.0
58,0.0,0.0010005699449053258,0.0,0.0,0.0
59,0.0,0.004052941548983598,0.0,0.0,0.0
60,0.0,0.0010512317142676209,0.0,0.0,0.0
61,0.00027454300029742157,0.0,0.0,0.0,0.0
62,0.0,0.004977518839845482,0.0,0.0,0.0
63,0.0,0.0016085111772528656,0.0,0.0,0.0
64,0.0,0.0,0.0,0.007781645847351022,0.0
65,0.0,0.0,0.0,0.05640230523944651,0.0
66,0.0007435539591388501,0.0,0.0,0.0,0.0
67,0.0003889359170880139,0.0,0.0,0.0,0.0
68,0.0,0.0,0.004622831348235166,0.0,0.0
69,0.0003889359170880139,0.0,0.0,0.0,0.0
70,0.0005033288338786062,0.0,0.0,0.0,0.0
71,0.0,0.0031410297004622885,0.0,0.0,0.0
72,0.0005605252922739024,0.0,0.0,0.0,0.0
73,0.0014184721682033447,0.0,0.0,0.0,0.0
74,0.0002059072502230662,0.0,0.0,0.0,0.0
75,0.0,8.865809638401621e-05,0.0,0.0,0.0
76,1.1439291679059232e-05,0.0,0.0,0.0,0.0
77,0.0,0.0001139889810651637,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0002925430769680835,0.0
79,0.0,0.002431764929390159,0.0,0.0,0.0
80,0.0,0.0,0.0,0.007138051078021238,0.0
81,0.0,0.0,0.0,0.00011701723078723342,0.0
82,0.0,0.00026597428915204864,0.0,0.0,0.0
83,0.0002516644169393031,0.0,0.0,0.0,0.0
84,0.00019446795854400695,0.0,0.0,0.0,0.0
85,0.0,0.0007979228674561459,0.0,0.0,0.0
86,0.0,0.005990754227091381,0.0,0.0,0.0
87,0.0023793726692443204,0.0,0.0,0.0,0.0
88,0.0007435539591388501,0.0,0.0,0.0,0.0
89,0.0,0.002431764929390159,0.0,0.0,0.0
90,0.00013727150014871078,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0007070212650242019,0.0,0.0
92,0.0002059072502230662,0.0,0.0,0.0,0.0
93,0.0009151433343247386,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0031594652312553024,0.0
95,0.0,0.0028117281996073713,0.0,0.0,0.0
96,0.0003546180420508362,0.0,0.0,0.0,0.0
97,2.2878583358118464e-05,0.0,0.0,0.0,0.0
98,0.0026767942528998605,0.0,0.0,0.0,0.0
99,0.001075293417831568,0.0,0.0,0.0,0.0
100,2.2878583358118464e-05,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.008483749232074423,0.0
102,0.0,0.0003672978278766386,0.0,0.0,0.0
103,0.0,0.0,0.0,0.014685662463797794,0.0
104,0.0,0.0014058640998036857,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,9.042408897730355e-05
106,0.0,0.0,0.0,0.0,0.008228592096934623
107,0.0,0.0008865809638401621,0.0,0.0,0.0
108,3.4317875037177696e-05,0.0,0.0,0.0,0.0
109,0.0,0.0026217465644987653,0.0,0.0,0.0
110,0.0001029536251115331,0.0,0.0,0.0,0.0
111,3.4317875037177696e-05,0.0,0.0,0.0,0.0
112,0.00021734654190212543,0.0,0.0,0.0,0.0
113,0.000686357500743554,0.0,0.0,0.0,0.0
114,0.0021048296689468986,0.0,0.0,0.0,0.0
115,0.0,0.00821987207903236,0.0,0.0,0.0
116,0.0,0.0013172060034196695,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0008590288452843838
118,0.0002516644169393031,0.0,0.0,0.0,0.0
119,0.0,0.0030903679310999937,0.0,0.0,0.0
120,0.0038092841291267245,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0001808481779546071
122,0.0,0.003407003989614337,0.0,0.0,0.0
123,0.0,0.0,0.0,0.010004973232308458,0.0
124,0.0,0.00206446710151352,0.0,0.0,0.0
125,0.0,0.0002913051738331961,0.0,0.0,0.0
126,0.0002059072502230662,0.0,0.0,0.0,0.0
127,0.0,0.0012665442340573745,0.0,0.0,0.0
128,0.0,0.00297637895003483,0.0,0.0,0.0
129,0.0013383971264499302,0.0,0.0,0.0,0.0
130,0.00011439291679059232,0.0,0.0,0.0,0.0
131,0.0,0.0003672978278766386,0.0,0.0,0.0
132,0.0,0.005180165917294662,0.0,0.0,0.0
133,0.0,0.0037489709328098284,0.0,0.0,0.0
134,0.0,0.0008485846368184409,0.0,0.0,0.0
135,0.00033173945869271776,0.0,0.0,0.0,0.0
136,0.0,0.0008739155214995884,0.0,0.0,0.0
137,0.006840696424077421,0.0,0.0,0.0,0.0
138,0.00013727150014871078,0.0,0.0,0.0,0.0
139,4.575716671623693e-05,0.0,0.0,0.0,0.0
140,0.0,0.018934836299157747,0.0,0.0,0.0
141,8.007504175341463e-05,0.0,0.0,0.0,0.0
142,0.0,0.00043062503957950733,0.0,0.0,0.0
143,0.002562401336109268,0.0,0.0,0.0,0.0
144,0.003008533711592578,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.001813767077202118,0.0
146,0.0,0.0,0.0,0.00444665476991487,0.0
147,0.0,0.0006459375593692609,0.0,0.0,0.0
148,2.2878583358118464e-05,0.0,0.0,0.0,0.0
149,1.1439291679059232e-05,0.0,0.0,0.0,0.0
150,0.0,0.0023051105059844214,0.0,0.0,0.0
151,0.0,0.005028180609207776,0.0,0.0,0.0
152,0.0,0.001684503831296308,0.0,0.0,0.0
153,0.0,0.001735165600658603,0.0,0.0,0.0
154,0.0,0.0014565258691659807,0.0,0.0,0.0
155,0.0,0.007573934519663099,0.0,0.0,0.0
156,0.0,0.00821987207903236,0.0,0.0,0.0
157,0.0,0.0002913051738331961,0.0,0.0,0.0
158,0.0003088608753345993,0.0,0.0,0.0,0.0
159,0.0,0.0002279779621303274,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0004973324893751696
161,1.1439291679059232e-05,0.0,0.0,0.0,0.0
162,0.00016015008350682926,0.0,0.0,0.0,0.0
163,0.0,0.0005826103476663922,0.0,0.0,0.0
164,0.0,0.0001646507504274587,0.0,0.0,0.0
165,0.0001029536251115331,0.0,0.0,0.0,0.0
166,0.0,0.01038566271927047,0.0,0.0,0.0
167,0.0,0.0,0.0,0.004943978000760612,0.0
168,0.0,0.00021531251978975367,0.0,0.0,0.0
169,0.0,0.004369577607497942,0.0,0.0,0.0
170,0.0,0.0,0.0,0.032208992774186,0.0
171,0.001029536251115331,0.0,0.0,0.0,0.0
172,0.0015099865016358187,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.008997196853241704
174,0.0004575716671623693,0.0,0.0,0.0,0.0
175,0.0,0.009385092774365144,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0016674955387180762,0.0
177,0.0015214257933148778,0.0,0.0,0.0,0.0
178,0.0,0.0002913051738331961,0.0,0.0,0.0
179,0.0008922647509666202,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.001220725201193598
181,0.0,0.0002026470774491799,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.000813816800795732
183,0.0,0.0012918751187385219,0.0,0.0,0.0
184,0.00027454300029742157,0.0,0.0,0.0,0.0
185,0.0,0.0010765625989487683,0.0,0.0,0.0
186,0.0,0.0,0.0,0.003452008308223386,0.0
187,0.0,0.0026597428915204864,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0020185472310797763,0.0
189,0.001029536251115331,0.0,0.0,0.0,0.0
190,0.0003660573337298954,0.0,0.0,0.0,0.0
191,0.00016015008350682926,0.0,0.0,0.0,0.0
192,0.0,0.0007219302134127035,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.01247852427886789
194,0.0,0.0,0.0,0.004505163385308487,0.0
195,0.0,0.0,0.0,0.0,0.010037073876480694
196,0.0,0.0,0.0,0.0,0.011348223166651596
197,0.0,0.0,0.0,0.0,0.025499593091599604
198,0.0,0.0,0.0,0.01690898984875523,0.0
199,0.0,0.0,0.0,0.00392007723137232,0.0
200,0.0,0.0,0.0,0.004300383231430828,0.0
201,0.0,0.0,0.0,0.0,0.01401573379148205
202,0.0,0.0,0.0,0.011935757540297808,0.0
203,0.0,0.0,0.0,0.0,0.00406908400397866
204,0.0,0.0,0.0,0.0,0.008590288452843837
205,0.0,0.0,0.0,0.0,0.007957319830002713
206,0.0,0.0,0.0,0.0,0.007505199385116195
207,0.0,0.0,0.0,0.0,0.007505199385116195
208,0.0,0.0,0.0,0.0,0.00944931729812822
209,0.0,0.0,0.0,0.0,0.0037525996925580974
210,0.0,0.0,0.0,0.0,0.03255267203182928
211,0.0,0.0,0.0,0.0,0.003888235826024053
