,0,1,2,3
0,0.002195563603440471,0.0,0.0,0.0
1,0.004459031235853327,0.0,0.0,0.0
2,0.0,0.0050596481455693265,0.0,0.0
3,2.2634676324128565e-05,0.0,0.0,0.0
4,0.0015165233137166138,0.0,0.0,0.0
5,2.2634676324128565e-05,0.0,0.0,0.0
6,0.002172928927116342,0.0,0.0,0.0
7,0.0,0.0,0.002785127419579446,0.0
8,0.0,0.0,0.020331430162929955,0.0
9,0.006541421457673155,0.0,0.0,0.0
10,0.0006111362607514713,0.0,0.0,0.0
11,0.0019465821638750566,0.0,0.0,0.0
12,9.053870529651426e-05,0.0,0.0,0.0
13,0.0,0.0012842531990283,0.0,0.0
14,0.003915799004074242,0.0,0.0,0.0
15,0.0,0.0016710764517476676,0.0,0.0
16,0.0,0.00038682325271936747,0.0,0.0
17,0.0,0.0034814092744743074,0.0,0.0
18,0.0,0.0021816831453372325,0.0,0.0
19,0.0018334087822544137,0.0,0.0,0.0
20,0.0,0.0,0.0029940119760479044,0.0
21,0.002444545043005885,0.0,0.0,0.0
22,4.526935264825713e-05,0.0,0.0,0.0
23,6.79040289723857e-05,0.0,0.0,0.0
24,0.0,7.736465054387349e-05,0.0,0.0
25,0.0,0.0002785127419579446,0.0,0.0
26,0.0,0.0,0.032794875365547975,0.0
27,0.0,0.0008510111559826084,0.0,0.0
28,0.0,0.00043324204304569155,0.0,0.0
29,0.006518786781349027,0.0,0.0,0.0
30,0.006858306926210955,0.0,0.0,0.0
31,0.0,0.0019805350539231614,0.0,0.0
32,2.2634676324128565e-05,0.0,0.0,0.0
33,0.0001358080579447714,0.0,0.0,0.0
34,0.0002716161158895428,0.0,0.0,0.0
35,9.053870529651426e-05,0.0,0.0,0.0
36,6.79040289723857e-05,0.0,0.0,0.0
37,0.0,0.006018969812313358,0.0,0.0
38,2.2634676324128565e-05,0.0,0.0,0.0
39,0.0,0.0004796608333720157,0.0,0.0
40,0.0,0.00102121338717913,0.0,0.0
41,0.0,0.0026922898389267974,0.0,0.0
42,2.2634676324128565e-05,0.0,0.0,0.0
43,0.0,0.0006808089247860868,0.0,0.0
44,0.002331371661385242,0.0,0.0,0.0
45,0.004142145767315528,0.0,0.0,0.0
46,0.0,0.0,0.01643225177551873,0.0
47,0.0,0.00024756688174039517,0.0,0.0
48,9.053870529651426e-05,0.0,0.0,0.0
49,0.0,0.0004951337634807903,0.0,0.0
50,0.0,0.0,0.007589472218353989,0.0
51,0.0,0.014219622769963948,0.0,0.0
52,0.0,0.0020888455646845844,0.0,0.0
53,0.0,0.000510606693589565,0.0,0.0
54,0.0,0.0001702022311965217,0.0,0.0
55,0.0,0.0001702022311965217,0.0,0.0
56,0.0,0.0006653359946773121,0.0,0.0
57,0.0,0.0007736465054387349,0.0,0.0
58,0.0,0.0001702022311965217,0.0,0.0
59,6.79040289723857e-05,0.0,0.0,0.0
60,0.0,0.0003404044623930434,0.0,0.0
61,0.0,0.00043324204304569155,0.0,0.0
62,0.0,0.0002011480914140711,0.0,0.0
63,0.0,0.0020733726345758094,0.0,0.0
