,0,1,2,3,4,5,6,7
0,0.015787469053513616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.017539516282612834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,7.982120051085569e-05,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.001242930122240467,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.015437759843482514,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.009953047579894844,0.0,0.0,0.0,0.0
6,0.0,0.0021893814997263274,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.021057249396797543,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0012137679142122202,0.0,0.0
9,3.8087983241287376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0001336258254178591,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.00035633553444762423,0.0,0.0
12,0.0,0.0,0.0,0.015816690828050286,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.00043428393260804205,0.0,0.0
14,0.0,0.0006157635467980296,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,6.681291270892955e-05,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.00014476131086934736,0.0,0.0
17,0.0,0.0,0.0,0.03583097128762144,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0004899613598654834,0.0,0.0
19,0.0007427156732051038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0006727786900200694,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.00010021936906339432,0.0,0.0
22,0.0,0.0018814997263273125,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.013763455573800402,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.015284910736121302,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0019598454394619334,0.0,0.0
26,0.0017139592458579318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0013711673966863454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0002449806799327417,0.0,0.0
29,0.004818129880022853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0005245393176427659,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0003340645635446477,0.0,0.0
32,0.0,0.00039910600255427844,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0009692574347746762,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.019778674492540962,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,2.2270970902976514e-05,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0010967317394165387,0.0,0.0,0.0
37,0.0,9.122422915526363e-05,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0021551724137931034,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0005903637402399543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.014823937237730341,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0011060937785075716,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.037605210204037474,0.0,0.0,0.0,0.0
43,0.0,0.009783798576902026,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.006603081438004402,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.00014476131086934736,0.0,0.0
46,0.0,0.0,0.0,0.008806283402211307,0.0,0.0,0.0,0.0
47,0.0,0.00018244845831052726,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.000779483981604178,0.0,0.0
49,0.006779661016949152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.012717045732452923,0.0,0.0,0.0,0.0,0.0
51,5.713197486193106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,2.2270970902976514e-05,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0023579732397455582,0.0,0.0,0.0
54,0.008912588078461245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.003619214740074578,0.0,0.0,0.0
56,0.0,0.0,0.0,0.00010818529978146569,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0075674490019741174,0.0,0.0,0.0
58,0.0,0.0,0.0,0.005712183828461389,0.0,0.0,0.0,0.0
59,0.0,0.0014025725232621785,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.008286993963260271,0.0,0.0,0.0,0.0
61,0.0,0.0027139208173690933,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0014810195650479382,0.0,0.0
63,0.0,0.0,0.003148691611640988,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.005777696258253852,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.007489606260699438,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0009242452924735254,0.0,0.0
