,0,1,2,3,4,5
0,0.0008170458871792239,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0035578494098245507,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0020639834881320948,0.0,0.0,0.0
3,7.272136168610893e-05,0.0,0.0,0.0,0.0,0.0
4,2.9944090106044855e-05,0.0,0.0,0.0,0.0,0.0
5,0.0015570926855143325,0.0,0.0,0.0,0.0,0.0
6,0.00014116499621421146,0.0,0.0,0.0,0.0,0.0
7,0.0,0.003958680083678175,0.0,0.0,0.0,0.0
8,5.13327258960769e-05,0.0,0.0,0.0,0.0,0.0
9,0.0019463658568929156,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0023515399532745957,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0009518724026652427,0.0,0.0
12,0.0062968143765854325,0.0,0.0,0.0,0.0,0.0
13,9.838772463414738e-05,0.0,0.0,0.0,0.0,0.0
14,0.001445871779406166,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0015040693856983615,0.0,0.0,0.0,0.0
16,0.0,0.0017789247049122753,0.0,0.0,0.0,0.0
17,0.00024383044800636527,0.0,0.0,0.0,0.0,0.0
18,0.0014843713238282235,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0006298767731985524,0.0,0.0,0.0,0.0
20,0.0002908854467444357,0.0,0.0,0.0,0.0,0.0
21,0.002378416299851563,0.0,0.0,0.0,0.0,0.0
22,0.000303718628218455,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.03907320130940496,0.0,0.0
24,0.0,0.004447311762280688,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0010411631279515115,0.0
26,0.0,0.004882499351036052,0.0,0.0,0.0,0.0
27,0.0,0.00439768510742262,0.0,0.0,0.0,0.0
28,0.00024810817516437165,0.0,0.0,0.0,0.0,0.0
29,0.0,0.018720701186458796,0.0,0.0,0.0,0.0
30,0.0,0.0002214112293667639,0.0,0.0,0.0,0.0
31,0.001039487699395557,0.0,0.0,0.0,0.0,0.0
32,0.0004448836244326664,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.004257613505373146,0.0
34,0.0,0.0017598375299668647,0.0,0.0,0.0,0.0
35,0.00040638408001060874,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.009216753852176079,0.0,0.0,0.0
37,0.0012277076943478392,0.0,0.0,0.0,0.0,0.0
38,0.0005304381675927946,0.0,0.0,0.0,0.0,0.0
