,0
0,0.0009541331773956752
1,0.002082452036728295
2,0.00033903998805583893
3,0.0005622153930375495
4,0.0015840010451140915
5,0.0017325254435513972
6,0.0004331313608878493
7,0.00010108990469554831
8,0.00013763779331624654
9,0.000856931345957648
10,0.00040902530669121857
11,3.49926593176898e-05
12,0.0009206957473809938
13,0.00017807375519446588
14,0.0004113581506457312
15,0.0009385808843655909
16,0.00024339338592082015
17,0.00041835668250926914
18,0.0005443302560529525
19,0.0002363948540572822
20,0.00012986164680120436
21,3.888073257521089e-05
22,0.0002923831089655859
23,0.0008561537313061438
24,4.898972304476572e-05
25,0.0018281720456864161
26,8.32047677109513e-05
27,0.0004813434692811108
28,7.309577724139648e-05
29,0.00029471595292009854
30,0.0009525779480926668
31,6.376440142334585e-05
32,2.3328439545126534e-05
33,5.443302560529525e-05
34,0.0008584865752606564
35,1.6329907681588575e-05
36,0.0005342212655833976
37,0.00029704879687461117
38,0.0007146278647323761
39,0.00027838604523851
40,0.00016407669146738994
41,2.1773210242118097e-05
42,0.0001671871500734068
43,5.443302560529525e-05
44,2.099559559061388e-05
45,0.00024261577126931594
46,0.0006866337372782243
47,0.0005171137432503049
48,0.00014852439843730559
49,0.00036858934481299923
50,3.888073257521089e-06
51,0.007193713141065519
52,0.0023826112922089235
53,1.2441834424067485e-05
54,0.0014899096722820813
55,7.776146515042177e-06
56,8.553761166546396e-06
57,0.0004813434692811108
58,0.000356925125040436
59,0.00015552293030084355
60,2.3328439545126534e-05
61,0.00023406201010276956
62,0.0012099683977405628
63,0.00157078159603852
64,4.276880583273198e-05
65,5.443302560529524e-06
66,8.009430910493443e-05
67,0.000803275935003857
68,0.0002573904496478961
69,8.242715305944709e-05
70,0.0018810498419887028
71,8.553761166546396e-06
72,0.0013895973822380372
73,0.0003981387015701595
74,0.0006166484186428447
75,0.001224743076119143
76,0.0006594172244755767
77,0.0003895849404036131
78,0.0024557070694503197
79,0.0007146278647323761
80,0.0001539677009978351
81,0.0002620561375569214
82,0.00022006494637569364
83,4.665687909025307e-06
84,0.000628312638415408
85,5.6765869559807897e-05
86,0.00016951999402791947
87,4.665687909025307e-06
88,0.00010731082190758205
89,2.021798093910966e-05
90,1.2441834424067485e-05
91,0.0008126073108219076
92,0.0015194590290392416
93,0.0019805845173812425
94,4.665687909025307e-06
95,0.00015552293030084355
96,0.0001181974270286411
97,0.0019759188294722176
98,8.242715305944709e-05
99,0.0006360887849304501
100,0.0013149463756936322
101,0.0005241122751138428
102,3.1104586060168713e-06
103,0.0002853845771020479
104,6.99853186353796e-05
105,2.3328439545126534e-05
106,0.00027294274267798045
107,8.631522631696818e-05
108,0.00010342274865006097
109,7.154054793838803e-05
110,0.0008056087789583696
111,3.421504466618558e-05
112,7.542862119590912e-05
113,4.587926443874885e-05
114,0.00016796476472491105
115,0.0005186689725533133
116,0.00034681613457088114
117,5.909871351432055e-05
118,0.007545972578196929
119,0.0005272227337198597
120,0.0008048311643068654
121,0.0001446363251797845
122,0.0004160238385547565
123,2.410605419663075e-05
124,0.0003833640231915794
125,0.0006485306193545177
126,0.0005808781446736507
127,0.0001049779779530694
128,1.4774678378580138e-05
129,1.5552293030084355e-05
130,0.002479035508995446
131,0.0014098153631771468
132,0.005909871351432055
133,0.003502376390374997
134,0.00011586458307412845
135,0.00034681613457088114
136,8.553761166546396e-05
137,9.953467539253988e-05
138,0.00035148182247990645
139,1.8662751636101228e-05
140,0.00046112548834200117
141,0.00012053027098315376
142,0.0004292432876303282
143,0.0003880297111006047
144,6.609724537785851e-05
145,6.99853186353796e-06
146,2.7216512802647623e-05
147,0.00013452733471022967
148,6.920770398387539e-05
149,0.0008421566675790678
150,0.0012527372035732948
151,0.0004937853037051783
152,0.000157078159603852
153,0.000157078159603852
154,6.298678677184164e-05
155,0.0007472876800955532
156,0.00011741981237713688
157,2.9549356757160277e-05
158,0.0004409075074028915
159,0.0005793229153706422
160,0.00011197650981660736
161,0.001381821235722995
162,0.00022006494637569364
163,0.00017418568193694478
164,4.1213576529723545e-05
165,3.5770273969194016e-05
166,4.5101649787244635e-05
167,0.000578545300719138
168,0.0019323724089879812
169,0.0007262920845049394
170,0.0003577027396919402
171,0.0003289309975862841
172,0.0007675056610346629
173,0.0011290964739841243
174,9.17585288774977e-05
175,0.00011741981237713688
176,0.0001578557742553562
177,0.00015163485704332248
178,0.0002822741184960311
179,6.99853186353796e-06
180,0.00013686017866474233
181,0.0001796289844974743
182,0.00010031229004404409
183,0.0005622153930375495
184,0.003596467763207007
185,8.398238236245552e-05
186,0.0010412260183641476
187,0.0003024920994351407
188,3.9658347226715105e-05
189,0.0014098153631771468
190,0.00032115485107124195
191,0.00026594421081444245
192,6.687486002936273e-05
193,3.3437430014681366e-05
194,0.00020217980939109663
195,0.0001671871500734068
196,7.542862119590912e-05
197,0.00015630054495234776
198,0.0007737265782466967
199,2.3328439545126535e-06
200,0.00026594421081444245
201,0.00160033095279568
202,8.32047677109513e-05
203,0.00034837136387388956
204,0.00014541393983128872
205,0.0020008024983203523
206,9.564660213501879e-05
207,0.00010108990469554831
208,0.0002558352203448877
209,0.00019829173613357553
210,1.2441834424067485e-05
211,1.3219449075571702e-05
212,0.00035225943713141066
213,8.553761166546396e-06
214,0.00015163485704332248
215,3.110458606016871e-05
216,3.1104586060168713e-06
217,0.00012908403214970015
218,0.0023585052380122925
219,1.4774678378580138e-05
220,0.0019588113071391244
221,0.001489132057630577
222,7.776146515042178e-05
223,0.00012208550028616218
224,1.5552293030084355e-05
225,5.054495234777416e-05
226,0.0006734142882026526
227,0.0005318884216288849
228,0.0004906748450991614
229,6.0653942817328986e-05
230,0.0013048373852240773
231,3.49926593176898e-05
232,0.002981374573867171
233,0.0006975203423992834
234,0.0005116704406897753
235,0.0004665687909025307
236,0.00023483962475427377
237,0.0001438587105282803
238,8.32047677109513e-05
239,0.0016337683828103616
240,9.486898748351457e-05
241,0.0010738858337273247
242,0.00010420036330156518
243,0.0003670341155099908
244,6.376440142334585e-05
245,5.8321098862816336e-05
246,7.620623584741334e-05
247,9.331375818050614e-06
248,0.00012208550028616218
249,2.7216512802647623e-05
250,0.0004634583322965138
251,0.0007838355687162515
252,0.0011765309677258815
253,0.00017807375519446588
254,0.0008919240052753378
255,0.0010451140916216688
256,0.0003981387015701595
257,0.00016485430611889418
258,0.000217732102421181
259,0.0013647137133899023
260,0.001024896110682559
261,2.799412745415184e-05
262,0.00023328439545126535
263,0.0004673464055540349
264,8.32047677109513e-05
