,0,1,2,3,4,5,6,7,8
0,0.011664487661382578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.035578144853875476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004518954503612374
3,0.0,0.0,0.0,0.004972978800824787,0.0,0.0,0.0,0.0,0.0
4,0.0006639156724955058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.005627962085308057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.006925151168491584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.00389836568515507,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0014824598051239202,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0009838142343095106,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0011187617498817804,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0005660301074109514,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.014351456063444713,0.0,0.0,0.0,0.0,0.0,0.0
13,0.005127471809119137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.002445128772937499,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0007098995492137863,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.047091796131621746,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017294764149627605
18,0.0,0.0,0.0,0.0,0.0,0.0173481702339119,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0009611035730438715,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007517643448910709
21,0.00027578035626736396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0017215064068434316,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,5.324246619103397e-05,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009679488967614159
25,0.002716947213596993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007399358377315534,0.0
27,0.0,0.0,0.0,0.0024932278540720477,0.0,0.0,0.0,0.0,0.0
28,0.0004494198398431116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0007381520823962262,0.0,0.0,0.0,0.0
30,0.0,0.0003737200089692802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000613685179502915
32,0.0,0.0,0.0,0.0,0.0,0.0019788449934334293,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.001375430376601711,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0004791821957193057,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0003460760302417208,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011157912354598454
37,0.0033093642752083673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0017526006331976482,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0011533626287441034,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.000296491961024784,0.0,0.0,0.0,0.0,0.0
41,0.0012154763850302337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0009045680687471732,0.0,0.0
43,0.0,0.0,0.0,0.0052694707618495705,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0012263985660570613,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046569388388699164,0.0
46,0.0,0.0,0.0,0.0,0.0,6.21162105562063e-05,0.0,0.0,0.0
