,0,1,2,3,4,5,6,7
0,2.9739187327140973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.00020523044447050544,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0009836104428617139,0.0,0.0,0.0
3,0.00010904368686618357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.005475036440989299,0.0,0.0,0.0
5,0.00023791349861712778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0005277354286384425,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0003417854014910388,0.0,0.0
8,0.00017843512396284583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.000901945625563716,0.0
10,0.0,0.0,0.0,0.0,0.010025716080253131,0.0,0.0,0.0
11,0.0004560008723494949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2.9739187327140973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0007831319329480456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.00023701456454499129,0.0,0.0,0.0
15,0.00016852206152046553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,1.465931746217896e-05,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.018007818341059106,0.0,0.0
18,0.015137246349514756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,6.408476277956978e-05,0.0,0.0
20,0.00011895674930856389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,8.295509759074695e-05,0.0,0.0,0.0
22,0.0,0.0015538876509909698,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.034213052392069496,0.0,0.0,0.0
24,0.0007831319329480456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.000734745150089473,0.0,0.0,0.0
26,2.9739187327140973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.003092875482022661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.00294789908786021,0.0,0.0
29,0.0010309584940075538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.00044859333945698846,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0036618750222201153,0.0,0.0,0.0
32,0.00010904368686618357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0011021177251342095,0.0,0.0,0.0
34,0.0,1.465931746217896e-05,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,2.931863492435792e-05,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.03582737187756538,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0061742294063970235,0.0,0.0,0.0
38,0.001992525550918445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.00014220873872699478,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0005569842266807295,0.0,0.0,0.0
41,0.0001586089990780852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.007481403674248108,0.0,0.0,0.0,0.0
43,0.00032713106059855074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0005848706841004392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.004301814346491592,0.0,0.0,0.0
46,0.0,0.0,0.0,8.574674698278634e-05,0.0,0.0,0.0,0.0
