,0,1,2,3,4,5
0,0.0022254076614212515,0.0,0.0,0.0,0.0,0.0
1,0.0,0.007196007376552365,0.0,0.0,0.0,0.0
2,0.0,0.0,0.00021537798836958864,0.0,0.0,0.0
3,0.0,0.0,6.281857994113001e-05,0.0,0.0,0.0
4,0.0,0.0,0.00017948165697465718,0.0,0.0,0.0
5,0.0,0.00291881063839848,0.0,0.0,0.0,0.0
6,3.1678400874323866e-05,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,5.384449709239716e-05,0.0,0.0,0.0
8,0.0,0.005519518202803606,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0019742982267212292,0.0,0.0,0.0
10,0.0,0.0,0.0,0.008134022203043165,0.0,0.0
11,0.0,0.005437843089210717,0.0,0.0,0.0,0.0
12,0.00010295480284155256,0.0,0.0,0.0,0.0,0.0
13,0.0,0.000687790430255901,0.0,0.0,0.0,0.0
14,0.0022095684609840897,0.0,0.0,0.0,0.0,0.0
15,0.001845266850929365,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.006183275599115662,0.0,0.0
17,0.0,0.0,0.00018845573982339005,0.0,0.0,0.0
18,0.0,0.0025190324508122374,0.0,0.0,0.0,0.0
19,0.0,0.0010531790963293484,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.03627206412636109,0.0,0.0
21,0.0,0.0,0.0,0.0013832566827849569,0.0,0.0
22,0.0,0.0007780629242269881,0.0,0.0,0.0,0.0
23,0.0,0.00021923319964406844,0.0,0.0,0.0,0.0
24,0.00254219167016449,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0015002428759956841,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0006820302965036973,0.0,0.0,0.0
27,0.0,0.00045566116004453443,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.01120792594256529,0.0,0.0
29,0.0,0.0,8.076674563859574e-05,0.0,0.0,0.0
30,0.0,0.0,0.0015435422499820517,0.0,0.0,0.0
31,0.0002455076067760099,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0051547001170447965,0.0,0.0
33,3.959800109290483e-05,0.0,0.0,0.0,0.0,0.0
34,0.00048309561333343895,0.0,0.0,0.0,0.0,0.0
35,0.001845266850929365,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.00017948165697465718,0.0,0.0,0.0
37,0.0,0.0,0.0022524947950319477,0.0,0.0,0.0
38,0.0,4.72855920800932e-05,0.0,0.0,0.0,0.0
39,0.0,0.0048661172940605,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0053266456640689765,0.0
41,0.0,0.0015045415661847836,0.0,0.0,0.0,0.0
