,0,1,2
0,0.00030003923590007925,0.0,0.0
1,0.00019233284352569182,0.0,0.0
2,0.0,0.0004608544784211668,0.0
3,0.0007924113153258503,0.0,0.0
4,0.0013694098459029259,0.0,0.0
5,0.008962710508297238,0.0,0.0
6,0.0006154650992822138,0.0,0.0
7,8.46264511513044e-05,0.0,0.0
8,0.00032311917712316224,0.0,0.0
9,0.0009001177077002377,0.0,0.0
10,0.00020771947100774716,0.0,0.0
11,0.0011463037474131234,0.0,0.0
12,0.0007847180015848227,0.0,0.0
13,7.693313741027672e-06,0.0,0.0
14,0.01087834562981313,0.0,0.0
15,8.46264511513044e-05,0.0,0.0
16,0.0006385450405052968,0.0,0.0
17,0.00016155958856158112,0.0,0.0
18,0.0,0.0,0.0030092592592592593
19,1.5386627482055344e-05,0.0,0.0
20,0.0,0.0,6.613756613756614e-05
21,0.0019233284352569182,0.0,0.0
22,0.0,0.0006235090002168727,0.0
23,0.0,8.132726089785297e-05,0.0
24,0.00018463952978466414,0.0,0.0
25,0.00026926598093596855,0.0,0.0
26,0.0,0.004608544784211668,0.0
27,0.001977181631444112,0.0,0.0
28,2.3079941223083018e-05,0.0,0.0
29,0.0,0.006289308176100629,0.0
30,0.00029234592215905155,0.0,0.0
31,0.0,0.0028193450444589027,0.0
32,0.0001692529023026088,0.0,0.0
33,2.3079941223083018e-05,0.0,0.0
34,0.0005769985305770754,0.0,0.0
35,1.5386627482055344e-05,0.0,0.0
36,0.0005923851580591308,0.0,0.0
37,0.0006077717855411861,0.0,0.0
38,1.5386627482055344e-05,0.0,0.0
39,0.0,0.0014096725222294514,0.0
40,0.004308255694975497,0.0,0.0
41,0.0011078371787079848,0.0,0.0
42,0.0,0.0007590544350466276,0.0
43,0.00018463952978466414,0.0,0.0
44,0.0,0.0009488180438082845,0.0
45,0.0019156351215158906,0.0,0.0
46,0.00046159882446166037,0.0,0.0
47,0.0007308648053976289,0.0,0.0
48,0.00026926598093596855,0.0,0.0
49,0.00017694621604363647,0.0,0.0
50,0.0,0.0026837996096291477,0.0
51,0.0,8.132726089785297e-05,0.0
52,0.000823184570289961,0.0,0.0
53,0.000846264511513044,0.0,0.0
54,0.0,0.0,0.0023148148148148147
55,3.846656870513836e-05,0.0,0.0
56,0.0024080072009416615,0.0,0.0
57,0.0,0.0,0.005654761904761905
58,0.0,0.0012199089134677945,0.0
59,0.0036697106544702,0.0,0.0
60,0.003762030419362532,0.0,0.0
61,0.004615988244616604,0.0,0.0
62,3.077325496411069e-05,0.0,0.0
63,0.0013694098459029259,0.0,0.0
64,0.002192594416192887,0.0,0.0
65,0.0019156351215158906,0.0,0.0
66,0.0002769592946769962,0.0,0.0
67,3.077325496411069e-05,0.0,0.0
68,0.0,0.003442854044675775,0.0
69,0.0,0.0007861635220125787,0.0
70,0.0,0.00021687269572760788,0.0
71,0.0,0.0,0.0008597883597883598
72,0.0,0.0031988722619822165,0.0
73,0.00020771947100774716,0.0,0.0
74,3.077325496411069e-05,0.0,0.0
75,0.0,0.0,0.001455026455026455
76,0.00013078633359747043,0.0,0.0
77,0.00018463952978466414,0.0,0.0
78,0.0006693182954694075,0.0,0.0
79,0.0005385319618719371,0.0,0.0
80,0.0013309432771977873,0.0,0.0
81,7.693313741027672e-06,0.0,0.0
82,0.0,0.0,0.02933201058201058
83,6.923982366924905e-05,0.0,0.0
84,0.0021772077887108315,0.0,0.0
85,0.002138741220005693,0.0,0.0
86,0.00010770639237438742,0.0,0.0
87,0.0,0.00016265452179570593,0.0
88,7.693313741027672e-06,0.0,0.0
89,0.0027157397505827687,0.0,0.0
90,0.0,0.00032530904359141186,0.0
91,0.0,0.0005421817393190197,0.0
92,6.923982366924905e-05,0.0,0.0
93,0.003785110360585615,0.0,0.0
94,0.0,0.0012470180004337454,0.0
95,0.0007847180015848227,0.0,0.0
96,0.0009770508451105145,0.0,0.0
97,0.002038728141372333,0.0,0.0
98,0.0005616119030950202,0.0,0.0
99,4.6159882446166035e-05,0.0,0.0
100,9.231976489233207e-05,0.0,0.0
101,0.0,0.00010843634786380394,0.0
102,9.231976489233207e-05,0.0,0.0
103,0.0002538793534539132,0.0,0.0
104,0.004746774578214074,0.0,0.0
105,0.00010770639237438742,0.0,0.0
106,0.0005308386481309095,0.0,0.0
107,0.0009924374725925698,0.0,0.0
108,0.00023849272597185786,0.0,0.0
109,0.001600209258133756,0.0,0.0
110,0.002569566789503243,0.0,0.0
111,0.0005308386481309095,0.0,0.0
112,0.000446212196979605,0.0,0.0
113,8.46264511513044e-05,0.0,0.0
114,2.3079941223083018e-05,0.0,0.0
115,0.00015386627482055345,0.0,0.0
116,0.004262095812529331,0.0,0.0
